1950,1,1,-0.014,-0.014,2.352
1950,1,2,-1.589,-1.589,0.217
1950,1,3,1.034,1.034,-8.349
1950,1,4,2.045,2.045,-5.302
1950,1,5,4.554,4.554,-13.937
1950,1,6,2.477,2.477,-9.373
1950,1,7,1.478,1.478,-9.143
1950,1,8,-1.44,-1.44,-3.572
1950,1,9,-0.756,-0.756,-5.391
1950,1,10,0.828,0.828,-2.392
1950,1,11,2.174,2.174,-1.193
1950,1,12,-1.108,-1.108,2.919
1950,1,13,-1.063,-1.063,5.034
1950,1,14,-0.505,-0.505,4.017
1950,1,15,1.542,1.542,4.37
1950,1,16,0.178,0.178,4.036
1950,1,17,1.473,1.473,4.226
1950,1,18,1.075,1.075,5.222
1950,1,19,0.788,0.788,0.261
1950,1,20,3.524,3.524,0.114
1950,1,21,3.281,3.281,-0.209
1950,1,22,6.838,6.838,3.661
1950,1,23,2.364,2.364,5.162
1950,1,24,0.15,0.15,0.043
1950,1,25,0.405,0.405,-1.902
1950,1,26,1.017,1.017,-3.141
1950,1,27,0.9,0.9,-2.483
1950,1,28,-0.409,-0.409,1.75
1950,1,29,3.103,3.103,4.045
1950,1,30,5.007,5.007,2.501
1950,1,31,5.183,5.183,4.494
1950,2,1,2.076,2.076,0.146
1950,2,2,0.578,0.578,0.292
1950,2,3,-0.835,-0.835,-2.597
1950,2,4,3.337,3.337,-2.592
1950,2,5,-1.818,-1.818,-4.932
1950,2,6,-0.047,-0.047,-2.607
1950,2,7,1.8,1.8,-4.767
1950,2,8,-1.613,-1.613,-8.251
1950,2,9,-1.461,-1.461,1.886
1950,2,10,1.777,1.777,-0.09
1950,2,11,1.425,1.425,-0.659
1950,2,12,2.274,2.274,-4.746
1950,2,13,6.298,6.298,-6.031
1950,2,14,2.143,2.143,-7.479
1950,2,15,3.354,3.354,-2.345
1950,2,16,3.725,3.725,-0.664
1950,2,17,2.074,2.074,-4.84
1950,2,18,2.327,2.327,-0.965
1950,2,19,3.533,3.533,-1.768
1950,2,20,4.504,4.504,-2.126
1950,2,21,6.214,6.214,3.044
1950,2,22,4.074,4.074,2.595
1950,2,23,2.699,2.699,5.474
1950,2,24,7.258,7.258,4.166
1950,2,25,3.119,3.119,1.996
1950,2,26,4.918,4.918,-0.195
1950,2,27,7.267,7.267,-0.686
1950,2,28,6.691,6.691,0.094
1950,3,1,4.836,4.836,1.019
1950,3,2,4.313,4.313,2.634
1950,3,3,3.83,3.83,1.855
1950,3,4,3.361,3.361,-0.752
1950,3,5,4.253,4.253,2.64
1950,3,6,4.03,4.03,3.896
1950,3,7,0.142,0.142,1.755
1950,3,8,2.313,2.313,-0.617
1950,3,9,2.439,2.439,0.805
1950,3,10,0.562,0.562,2.611
1950,3,11,2.497,2.497,-1.566
1950,3,12,1.196,1.196,1.124
1950,3,13,3.359,3.359,2.885
1950,3,14,2.465,2.465,0.619
1950,3,15,1.048,1.048,-1.486
1950,3,16,0.026,0.026,-1.68
1950,3,17,-1.615,-1.615,-3.992
1950,3,18,-2.803,-2.803,-1.867
1950,3,19,3.277,3.277,-1.814
1950,3,20,-0.414,-0.414,3.576
1950,3,21,2.375,2.375,0.571
1950,3,22,1.883,1.883,-2.124
1950,3,23,5.209,5.209,3.015
1950,3,24,3.934,3.934,6.391
1950,3,25,2.597,2.597,0.275
1950,3,26,0.1,0.1,-1.311
1950,3,27,-1.452,-1.452,-6.003
1950,3,28,1.271,1.271,-5.26
1950,3,29,2.0,2.0,-5.738
1950,3,30,1.292,1.292,-4.051
1950,3,31,5.238,5.238,-1.384
1950,4,1,2.944,2.944,-1.259
1950,4,2,0.598,0.598,-1.456
1950,4,3,4.561,4.561,5.114
1950,4,4,8.037,8.037,2.666
1950,4,5,2.569,2.569,6.128
1950,4,6,2.356,2.356,7.342
1950,4,7,6.732,6.732,5.782
1950,4,8,5.398,5.398,6.523
1950,4,9,6.787,6.787,4.473
1950,4,10,10.478,10.478,2.605
1950,4,11,5.547,5.547,0.729
1950,4,12,5.681,5.681,-0.215
1950,4,13,5.005,5.005,1.22
1950,4,14,2.387,2.387,3.046
1950,4,15,1.719,1.719,0.78
1950,4,16,5.999,5.999,4.853
1950,4,17,7.471,7.471,4.277
1950,4,18,8.298,8.298,5.289
1950,4,19,10.423,10.423,6.123
1950,4,20,8.65,8.65,9.272
1950,4,21,7.698,7.698,10.961
1950,4,22,10.603,10.603,3.763
1950,4,23,7.003,7.003,0.986
1950,4,24,8.786,8.786,-0.31
1950,4,25,11.13,11.13,3.041
1950,4,26,7.599,7.599,0.045
1950,4,27,7.756,7.756,4.154
1950,4,28,7.142,7.142,4.161
1950,4,29,5.444,5.444,5.03
1950,4,30,5.639,5.639,5.071
1950,5,1,3.889,3.889,4.349
1950,5,2,1.871,1.871,4.321
1950,5,3,1.083,1.083,5.361
1950,5,4,4.299,4.299,5.851
1950,5,5,3.843,3.843,0.815
1950,5,6,0.437,0.437,1.176
1950,5,7,-0.478,-0.478,2.404
1950,5,8,0.24,0.24,6.441
1950,5,9,1.986,1.986,8.855
1950,5,10,2.109,2.109,5.255
1950,5,11,2.902,2.902,6.934
1950,5,12,3.195,3.195,5.734
1950,5,13,3.367,3.367,6.478
1950,5,14,1.682,1.682,6.845
1950,5,15,1.593,1.593,4.002
1950,5,16,2.79,2.79,7.934
1950,5,17,2.589,2.589,7.204
1950,5,18,5.185,5.185,7.303
1950,5,19,9.479,9.479,6.533
1950,5,20,5.37,5.37,5.914
1950,5,21,8.273,8.273,6.333
1950,5,22,5.854,5.854,5.714
1950,5,23,5.016,5.016,5.562
1950,5,24,4.319,4.319,7.756
1950,5,25,7.381,7.381,8.481
1950,5,26,8.717,8.717,9.965
1950,5,27,8.065,8.065,10.759
1950,5,28,9.241,9.241,7.956
1950,5,29,8.1,8.1,7.976
1950,5,30,9.796,9.796,6.928
1950,5,31,13.73,13.73,8.489
1950,6,1,16.171,16.171,10.227
1950,6,2,13.723,13.723,5.82
1950,6,3,14.107,14.107,8.186
1950,6,4,10.651,10.651,8.294
1950,6,5,8.567,8.567,8.995
1950,6,6,7.217,7.217,7.581
1950,6,7,6.669,6.669,8.541
1950,6,8,9.038,9.038,7.801
1950,6,9,8.713,8.713,3.125
1950,6,10,7.985,7.985,3.955
1950,6,11,7.302,7.302,4.565
1950,6,12,6.108,6.108,4.745
1950,6,13,8.878,8.878,5.742
1950,6,14,7.985,7.985,9.575
1950,6,15,8.078,8.078,6.177
1950,6,16,5.96,5.96,6.896
1950,6,17,9.279,9.279,9.316
1950,6,18,8.166,8.166,13.826
1950,6,19,8.941,8.941,11.295
1950,6,20,12.476,12.476,11.502
1950,6,21,12.297,12.297,10.214
1950,6,22,13.302,13.302,8.639
1950,6,23,12.028,12.028,7.807
1950,6,24,11.282,11.282,8.777
1950,6,25,9.406,9.406,5.954
1950,6,26,10.003,10.003,6.255
1950,6,27,8.006,8.006,5.535
1950,6,28,10.683,10.683,6.884
1950,6,29,12.473,12.473,6.095
1950,6,30,12.62,12.62,6.355
1950,7,1,14.587,14.587,13.666
1950,7,2,12.522,12.522,14.357
1950,7,3,13.707,13.707,13.342
1950,7,4,10.508,10.508,13.053
1950,7,5,11.913,11.913,11.909
1950,7,6,14.795,14.795,9.514
1950,7,7,13.479,13.479,10.546
1950,7,8,9.528,9.528,13.497
1950,7,9,13.273,13.273,10.108
1950,7,10,17.485,17.485,15.7
1950,7,11,16.075,16.075,16.15
1950,7,12,15.672,15.672,17.784
1950,7,13,18.093,18.093,15.682
1950,7,14,15.057,15.057,16.361
1950,7,15,13.927,13.927,17.577
1950,7,16,13.992,13.992,16.18
1950,7,17,13.714,13.714,12.79
1950,7,18,15.732,15.732,16.855
1950,7,19,11.436,11.436,19.87
1950,7,20,13.549,13.549,18.067
1950,7,21,11.422,11.422,19.902
1950,7,22,10.97,10.97,16.121
1950,7,23,13.543,13.543,12.743
1950,7,24,11.853,11.853,14.682
1950,7,25,11.146,11.146,15.233
1950,7,26,9.937,9.937,15.152
1950,7,27,14.532,14.532,11.814
1950,7,28,11.78,11.78,17.204
1950,7,29,12.35,12.35,18.421
1950,7,30,13.29,13.29,18.597
1950,7,31,15.564,15.564,11.548
1950,8,1,13.448,13.448,15.45
1950,8,2,14.19,14.19,16.083
1950,8,3,12.409,12.409,12.804
1950,8,4,11.748,11.748,13.854
1950,8,5,11.172,11.172,10.904
1950,8,6,6.852,6.852,11.613
1950,8,7,7.49,7.49,11.747
1950,8,8,12.287,12.287,12.537
1950,8,9,11.78,11.78,13.985
1950,8,10,11.945,11.945,15.971
1950,8,11,10.059,10.059,15.659
1950,8,12,9.584,9.584,16.015
1950,8,13,6.525,6.525,14.181
1950,8,14,7.853,7.853,11.222
1950,8,15,7.006,7.006,10.897
1950,8,16,6.374,6.374,13.692
1950,8,17,7.842,7.842,14.307
1950,8,18,9.499,9.499,9.293
1950,8,19,8.938,8.938,9.035
1950,8,20,12.015,12.015,11.677
1950,8,21,9.549,9.549,15.193
1950,8,22,10.63,10.63,13.762
