"Points","Latitude","Longitude","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"SHASTA0",40.762257,-121.864248,-7.218,-10.4085,-11.361,-9.179,-8.975,-6.3945,-7.715,-7.7535,-8.8165,-7.2765,-11.74,-8.533,-7.268,-14.3235,-12.855,-8.608,-10.276,-13.3205,-9.0925,-8.07,-13.357,-7.5015,-9.0665,-10.9,-8.761,-11.3625,-6.253,-9.487,-20.7435,-6.359,-9.469,-12.5025,-8.78,-9.196,-9.6785,-13.256,-8.5495,-10.0895,-11.184,-17.495,-13.0365,-10.14,-6.799,-15.946,-6.492,-9.37,-8.7155,-10.5895,-8.606,-19.9375,-8.6305,-13.247,-14.529,-11.0525,-12.238,-5.7885,-9.2165,-8.4895,-6.9735,-5.4545,-7.967,-7.992,-3.4175,-19.3765,-7.6315,-15.774,-5.626,-6.527,-5.2665,-8.635,-15.4175,-11.263,-23.116,-7.244,-7.126,-7.212,-7.4965,-10.725,-8.282,-6.244,-14.2865,-8.9005,-10.527,-5.7125,-6.212,-6.9325,-3.975,-12.2365,-8.5905,-9.3635,-26.3795,-11.98,-8.859,-9.4515,-10.6655,-4.863,-4.6045,-15.804,-14.9525,-11.696,-6.6595,-5.5145,-15.553,-8.998,-3.278,-14.6325,-6.599,-5.1105,-2.294,-6.9845,-8.0955,-7.96,-6.885,-7.7125,-4.3015,-5.536,-0.305,-1.5945,-3.565,-2.6305,-3.0095,-5.271,-6.2705,-12.118,-2.938,-3.5665,-2.0915,-18.262,-5.7485,-2.702,-3.7875,-0.8585,-2.9255,-5.2085,-4.652,-6.8085,-3.109,-2.635,-8.1485,-2.318,1.4625,-1.747,-4.1445,-3.7875,-0.738,-6.636,-9.4175,-2.0635,-1.461,-1.9655
"SHASTA1",41.128752,-121.455784,-7.1825,-8.871,-9.3185,-7.5575,-8.7465,-4.367,-6.7555,-6.8455,-7.6625,-6.618,-9.7555,-8.209,-5.312,-15.449,-11.4465,-6.122,-9.2235,-13.488,-7.0285,-6.166,-14.2375,-5.0795,-8.4045,-11.101,-7.147,-10.4145,-5.353,-7.374,-19.944,-4.745,-7.02,-10.8355,-6.7975,-8.618,-9.317,-11.1455,-7.2225,-8.185,-9.883,-19.2105,-10.119,-7.767,-4.2425,-15.7695,-6.037,-7.983,-6.246,-8.036,-7.996,-19.41,-6.867,-14.3445,-11.6585,-9.577,-11.0355,-4.7485,-8.091,-4.6865,-6.9675,-5.104,-8.2935,-5.5795,-1.6175,-20.759,-6.608,-11.826,-4.777,-4.683,-4.0065,-6.453,-13.7025,-8.921,-22.927,-4.8085,-4.7085,-7.2465,-5.7525,-11.67,-7.6095,-4.2505,-11.328,-7.0645,-10.075,-3.9795,-5.049,-4.849,-2.717,-10.835,-8.7765,-10.4675,-25.4385,-12.5335,-7.1755,-8.696,-9.675,-3.994,-3.705,-16.489,-14.842,-11.5355,-3.148,-4.3065,-15.6755,-8.59,-0.5445,-14.8365,-3.9575,-2.119,-0.648,-5.139,-7.64,-6.5105,-4.184,-5.7815,-2.8545,-4.6075,1.4005,-0.0220000000000002,-0.658,-1.335,-1.8735,-3.3425,-3.0965,-10.625,-1.7035,-1.949,-1.048,-16.222,-4.841,-0.6575,-1.151,1.989,-0.052,-2.642,-2.8645,-4.4445,0.256,-0.48,-6.974,-0.276,2.681,-0.8715,-2.347,-1.3935,2.2115,-4.4745,-4.647,-0.4155,1.328,0.0899999999999999
"SHASTA2",41.117642,-122.388533,-5.167,-6.4085,-10.2335,-6.7675,-8.281,-2.9835,-4.5015,-4.878,-5.1,-4.457,-9.3705,-6.345,-5.38,-10.0465,-9.659,-6.5445,-7.497,-8.6175,-7.238,-5.673,-13.133,-7.059,-7.789,-6.9705,-4.9165,-8.257,-7.261,-7.4675,-16.8055,-6.2635,-6.868,-8.053,-7.362,-6.699,-6.7665,-9.782,-6.8175,-7.0585,-10.434,-11.203,-6.5185,-7.506,-3.0855,-14.356,-5.785,-6.529,-6.9765,-5.3705,-4.6565,-17.925,-7.043,-11.347,-11.519,-8.1635,-8.1135,-3.477,-7.63,-6.2425,-6.6515,-2.9655,-6.266,-4.6595,-2.0535,-18.3585,-4.2395,-11.6265,-3.737,-3.9815,-3.7335,-6.826,-14.796,-7.5825,-18.174,-4.475,-3.7285,-4.2175,-5.151,-6.6525,-6.169,-3.9915,-11.3925,-6.4925,-6.772,-3.547,-4.6785,-5.4395,-2.9085,-6.9125,-5.9045,-9.921,-24.3405,-9.489,-8.475,-6.6625,-9.7745,-2.6635,-2.5575,-13.107,-10.6795,-8.2625,-6.022,-3.737,-13.4745,-7.078,-1.6455,-11.607,-4.174,-4.359,-1.9045,-3.9905,-6.9685,-6.847,-2.753,-5.498,-2.68,-3.6925,-0.8495,1.0665,-3.3265,-2.202,-1.6185,-3.106,-4.372,-8.1225,-1.7335,-0.395,-0.5585,-14.6515,-2.017,-2.177,-0.941,1.74,-3.0765,-2.4735,-3.7495,-5.7735,-1.021,-1.2425,-6.866,-0.0960000000000001,1.0115,-0.893,-2.305,-3.3865,1.2345,-0.9335,-5.5725,1.053,-0.5495,-0.648
"SHASTA3",40.363104,-122.948165,-7.218,-10.4085,-11.361,-9.179,-8.975,-6.3945,-7.715,-7.7535,-8.8165,-7.2765,-11.74,-8.533,-7.268,-14.3235,-12.855,-8.608,-10.276,-13.3205,-9.0925,-8.07,-13.357,-7.5015,-9.0665,-10.9,-8.761,-11.3625,-6.253,-9.487,-20.7435,-6.359,-9.469,-12.5025,-8.78,-9.196,-9.6785,-13.256,-8.5495,-10.0895,-11.184,-17.495,-13.0365,-10.14,-6.799,-15.946,-6.492,-9.37,-8.7155,-10.5895,-8.606,-19.9375,-8.6305,-13.247,-14.529,-11.0525,-12.238,-5.7885,-9.2165,-8.4895,-6.9735,-5.4545,-7.967,-7.992,-3.4175,-19.3765,-7.6315,-15.774,-5.626,-6.527,-5.2665,-8.635,-15.4175,-11.263,-23.116,-7.244,-7.126,-7.212,-7.4965,-10.725,-8.282,-6.244,-14.2865,-8.9005,-10.527,-5.7125,-6.212,-6.9325,-3.975,-12.2365,-8.5905,-9.3635,-26.3795,-11.98,-8.859,-9.4515,-10.6655,-4.863,-4.6045,-15.804,-14.9525,-11.696,-6.6595,-5.5145,-15.553,-8.998,-3.278,-14.6325,-6.599,-5.1105,-2.294,-6.9845,-8.0955,-7.96,-6.885,-7.7125,-4.3015,-5.536,-0.305,-1.5945,-3.565,-2.6305,-3.0095,-5.271,-6.2705,-12.118,-2.938,-3.5665,-2.0915,-18.262,-5.7485,-2.702,-3.7875,-0.8585,-2.9255,-5.2085,-4.652,-6.8085,-3.109,-2.635,-8.1485,-2.318,1.4625,-1.747,-4.1445,-3.7875,-0.738,-6.636,-9.4175,-2.0635,-1.461,-1.9655
"SHASTA4",40.483447,-121.428889,-11.654,-14.048,-11.413,-11.9815,-11.3615,-7.644,-9.3145,-8.764,-10.068,-11.3155,-13.7235,-11.469,-9.3595,-17.019,-14.153,-10.8785,-13.2135,-16.0935,-11.266,-9.3435,-16.607,-10.4795,-11.783,-13.39,-10.0035,-14.198,-9.6305,-13.0235,-19.3885,-10.071,-11.947,-15.262,-11.947,-11.691,-13.1005,-16.1565,-9.8325,-12.803,-12.3675,-21.1145,-12.111,-11.105,-8.229,-17.7145,-9.0375,-11.7875,-9.867,-10.813,-9.3555,-18.689,-11.6565,-16.7925,-17.5435,-12.7315,-11.4955,-9.247,-12.095,-11.5075,-8.7895,-7.791,-10.8305,-8.1565,-5.5725,-23.142,-8.604,-16.6085,-7.975,-7.1725,-6.5995,-10.9115,-13.6175,-13.1795,-22.7745,-9.8215,-6.132,-10.33,-9.6575,-13.3,-11.479,-7.77,-18.7395,-10.587,-9.2655,-8.1805,-9.684,-10.067,-6.6115,-12.137,-11.955,-12.334,-28.0525,-14.71,-10.2995,-12.623,-11.646,-8.021,-8.784,-16.638,-20.385,-14.3275,-9.5935,-7.691,-18.6015,-12.499,-5.426,-15.8035,-7.762,-8.7915,-7.6115,-8.711,-10.196,-11.699,-7.858,-10.746,-7.305,-8.4435,-3.897,-5.1345,-6.221,-5.735,-5.3465,-8.2705,-8.328,-14.791,-4.8305,-5.655,-4.574,-17.634,-8.837,-6.785,-5.3075,-3.407,-8.083,-8.5895,-8.1865,-11,-5.32,-4.8225,-11.009,-4.537,-2.3315,-4.898,-6.7105,-8.1555,-3.174,-5.4455,-10.8465,-5.1185,-5.87,-4.136
"TEHEMA0",40.077891,-122.177402,3.359,0.0860000000000001,-0.7825,2.8975,3.492,5.7665,1.7525,2.712,2.4635,3.462,1.3435,3.32,4.9605,-2.0795,0.204,2.0715,0.678,0.299,2.18,3.1195,-2.692,0.9775,3.0545,1.8135,3.24,0.24,1.5085,2.8655,-3.84,4.953,0.0139999999999998,1.0165,2.3675,3.722,0.91,0.9365,1.2945,1.1515,-0.338,-1.1255,1.761,-1.096,4.8655,-2.04,1.848,1.78,1.646,2.5965,4.1785,-4.411,2.483,-0.6055,-0.4585,1.727,1.351,4.347,2.412,5.0615,4.683,5.661,3.8355,3.644,6.392,-2.2675,4.9465,1.3925,5.0305,3.72,4.2095,4.1375,-1.78,2.4815,-1.5365,4.7745,3.2275,3.633,4.125,1.9235,2.5725,3.6505,-0.0215000000000001,2.903,3.3675,6.081,5.0665,4.098,6.1115,3.3665,3.62,1.1015,-8.7825,2.264,4.6285,1.996,1.751,5.112,6.6655,1.057,1.525,3.049,3.566,5.1235,1.269,4.2585,7.2425,-2.2685,3.765,6.0515,6.853,5.621,5.217,4.5645,6.074,3.5205,6.6055,5.001,9.1,7.8345,6.3835,7.4295,5.8215,5.0145,6.3175,1.4715,6.0175,8.153,7.372,-5.308,5.0925,5.6565,7.5275,7.9695,5.291,5.177,4.847,4.096,8.614,7.523,5.1595,5.2535,8.809,7.61,6.2185,5.075,9.374,5.0185,2.418,6.5175,5.961,6.794
"TEHEMA1",40.372282,-121.648837,-8.379,-12.3445,-9.6155,-9.002,-10.68,-5.2345,-7.5455,-6.5615,-8.8445,-9.7095,-11.306,-9.0535,-7.823,-13.6285,-11.15,-8.2315,-10.471,-12.698,-10.813,-7.7315,-14.5775,-8.907,-8.873,-10.888,-7.831,-11.05,-6.6745,-9.245,-17.309,-8.7635,-11.97,-12.7215,-9.93,-10.827,-9.7915,-12.5335,-8.637,-10.1795,-10.9345,-17.3915,-9.1165,-8.7245,-6.1435,-15.5645,-6.403,-8.89,-7.7465,-9.0015,-7.013,-15.553,-9.815,-13.2935,-14.1535,-11.438,-10.682,-5.372,-12.298,-9.0985,-5.6925,-7.018,-8.2975,-6.093,-4.787,-18.9525,-6.4525,-13.675,-6.9485,-6.207,-6.208,-8.0915,-12.462,-11.5075,-18.959,-6.995,-6.481,-6.653,-7.282,-9.6355,-8.1185,-5.981,-15.687,-8.6055,-9.3385,-6.8795,-7.252,-6.308,-5.984,-9.111,-7.9915,-8.2075,-23.561,-10.984,-7.508,-9.2365,-7.814,-5.6255,-7.2875,-14,-15.4605,-11.1805,-6.142,-7.2215,-14.4225,-11.169,-4.3965,-12.546,-5.097,-5.9495,-5.5655,-6.581,-8.379,-7.3715,-7.109,-7.5295,-4.5775,-5.4525,-1.922,-4.3695,-4.683,-4.174,-4.305,-6.4085,-7.171,-11.5195,-4.2755,-3.2175,-3.3965,-15.948,-7.25,-5.636,-3.079,-1.395,-4.581,-6.419,-6.204,-7.5785,-3.416,-3.533,-9.2745,-2.407,-1.018,-1.5875,-5.2015,-4.3885,-3.1775,-4.3645,-8.4855,-2.224,-3.523,-2.5475
"TEHEMA2",40.146833,-122.807917,-2.5505,-6.3425,-6.316,-3.4935,-4.9655,-2.4015,-2.6095,-1.111,-4.1065,-2.5475,-6.4775,-4.5215,-1.7595,-7.406,-8.2945,-3.566,-5.117,-5.539,-4.0425,-3.4565,-7.8485,-4.6785,-4.927,-5.602,-2.6355,-5.201,-3.698,-3.6,-11.6175,-2.0945,-7.0905,-5.517,-5.4825,-3.2195,-4.1935,-6.161,-4.3985,-4.1325,-6.395,-7.0935,-7.6045,-6.077,-1.7325,-8.938,-4.2715,-6.1955,-4.706,-3.844,-3.008,-11.923,-4.181,-6.8185,-5.985,-5.6065,-5.4785,-2.89,-5.8635,-2.212,-2.5445,-1.126,-3.187,-1.463,-0.2075,-9.5915,-1.955,-7.0985,-1.7545,-2.84,-2.899,-2.788,-11.1665,-4.5165,-7.848,-2.21,-2.627,-2.9455,-2.0965,-6.148,-4.4375,-2.241,-6.8055,-2.895,-4.3385,-1.6625,-1.4235,-1.8415,-0.485,-3.218,-3.393,-5.845,-17.146,-4.6225,-3.0805,-4.42,-6.9235,-1.4195,-1.94,-5.605,-5.03,-3.9445,-4.576,-1.9615,-6.628,-4.262,0.2615,-6.232,-2.1135,-1.603,0.2195,-2.1075,-3.8995,-3.1455,-1.1455,-3.7865,-0.4225,-1.9385,1.519,1.4645,-1.7695,-0.493,-0.5915,-1.172,-0.751,-6.4855,-1.7445,0.99,0.0550000000000006,-11.2775,-0.8315,-1.1585,1.6435,1.3985,-1.682,-0.947,-0.772,-3.211,1.4215,0.8945,-4.482,1.217,2.4155,0.994,-0.908,-2.3125,3.0915,-0.0790000000000002,-4.9515,1.455,0.9775,0.788
"TEHEMA3",39.846946,-122.746724,-2.0605,-5.2905,-5.844,-3.974,-4.0315,-2.145,-3.9975,-1.915,-4.355,-3.1825,-6.6715,-4.4975,-2.4505,-7.8735,-8.1715,-4.6565,-5.9435,-5.7075,-3.8905,-3.865,-8.345,-4.888,-4.0085,-5.11,-2.826,-5.694,-4.5525,-4.494,-13.4415,-2.0645,-6.98,-5.041,-6.1155,-4.151,-5.1045,-5.6595,-5.249,-4.521,-6.0725,-6.6945,-6.399,-6.502,-1.651,-9.8905,-3.7925,-7.419,-8.564,-3.4215,-4.033,-13.3985,-5.091,-7.5,-6.337,-6.114,-7.495,-2.449,-4.9455,-2.8425,-2.63,-2.447,-2.547,-2.3145,-0.183,-7.526,-2.8615,-6.9775,-1.637,-1.802,-2.5595,-4.147,-10.341,-4.98,-7.346,-2.506,-4.464,-4.0165,-2.9265,-5.9025,-4.7875,-2.572,-7.7435,-3.5005,-3.8645,-0.599,-1.204,-2.2655,-0.5235,-3.399,-2.9,-4.12,-16.9135,-5.2155,-3.7915,-5.0875,-7.73,-0.908500000000001,-1.0975,-4.083,-4.9445,-4.813,-3.006,-1.6775,-5.9675,-3.4945,0.919,-5.21,-1.2885,-0.988,-0.2035,-1.5515,-1.8715,-3.2475,-0.52,-3.375,-0.392,-1.2745,1.2815,0.542,-0.8485,-0.0545,-0.718,-1.9075,-2.032,-5.925,-0.9855,1.059,-0.5615,-13.3515,-1.8015,-0.402,1.5745,1.687,-2.0055,-1.2545,-1.94,-3.6685,0.6725,0.443,-3.733,0.0355000000000003,2.4155,0.8075,-0.397,-1.636,1.562,-1.066,-3.6195,0.617,0.5715,0.178
"TEHEMA4",39.991261,-121.74127,-2.0605,-5.2905,-5.844,-3.974,-4.0315,-2.145,-3.9975,-1.915,-4.355,-3.1825,-6.6715,-4.4975,-2.4505,-7.8735,-8.1715,-4.6565,-5.9435,-5.7075,-3.8905,-3.865,-8.345,-4.888,-4.0085,-5.11,-2.826,-5.694,-4.5525,-4.494,-13.4415,-2.0645,-6.98,-5.041,-6.1155,-4.151,-5.1045,-5.6595,-5.249,-4.521,-6.0725,-6.6945,-6.399,-6.502,-1.651,-9.8905,-3.7925,-7.419,-8.564,-3.4215,-4.033,-13.3985,-5.091,-7.5,-6.337,-6.114,-7.495,-2.449,-4.9455,-2.8425,-2.63,-2.447,-2.547,-2.3145,-0.183,-7.526,-2.8615,-6.9775,-1.637,-1.802,-2.5595,-4.147,-10.341,-4.98,-7.346,-2.506,-4.464,-4.0165,-2.9265,-5.9025,-4.7875,-2.572,-7.7435,-3.5005,-3.8645,-0.599,-1.204,-2.2655,-0.5235,-3.399,-2.9,-4.12,-16.9135,-5.2155,-3.7915,-5.0875,-7.73,-0.908500000000001,-1.0975,-4.083,-4.9445,-4.813,-3.006,-1.6775,-5.9675,-3.4945,0.919,-5.21,-1.2885,-0.988,-0.2035,-1.5515,-1.8715,-3.2475,-0.52,-3.375,-0.392,-1.2745,1.2815,0.542,-0.8485,-0.0545,-0.718,-1.9075,-2.032,-5.925,-0.9855,1.059,-0.5615,-13.3515,-1.8015,-0.402,1.5745,1.687,-2.0055,-1.2545,-1.94,-3.6685,0.6725,0.443,-3.733,0.0355000000000003,2.4155,0.8075,-0.397,-1.636,1.562,-1.066,-3.6195,0.617,0.5715,0.178
