"Points","Latitude","Longitude","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"SHASTA0",40.762257,-121.864248,21.579,21.512,20.667,23.453,22.5975,22.795,24.4875,21.4815,20.0605,21.501,22.6085,22.4085,20.5935,22.8045,22.618,19.802,21.0965,22.3265,21.743,22.1235,22.6965,23.726,22.1665,21.677,20.951,23.239,22.283,22.228,22.6185,22.997,21.0495,22.102,24.983,21.631,21.02,22.479,22.79,23.3445,24.009,25.164,23.091,25.2065,24.759,21.6785,22.643,23.866,21.524,25.922,23.363,20.7275,24.903,23.1715,24.856,22.2975,24.488,24.786,22.402,23.758,22.5925,23.068,22.574,24.9415,24.274,23.5055,24.469,23.656,23.9375,23.3025,23.3635,22.345,24.574,24.8395,25.1525,23.206,24.3205,24.065,23.9335,23.127,27.1025,24.0295,24.2025,24.4145,27.155,24.5065,25.1365,23.7115,27,25.009,24.5835,22.891,24.7885,25.496,27.6505,28.8785,24.957,27.8055,24.7445,26.1895,25.775,23.859,25.079,25.4725,24.0915,26.0495,25.193,26.9045,27.5205,27.3995,24.173,26.3305,26.671,24.8125,27.86,26.1985,27.674,25.8505,25.751,25.241,26.1815,27.3695,28.195,25.534,29.626,25.8965,27.8055,25.712,27.3855,26.544,30.456,24.5055,25.888,25.8925,25.8485,25.8935,25.4055,26.8825,25.5965,26.3685,27.432,26.977,27.8755,27.0785,28.043,26.3655,26.2075,29.073,26.253,25.2025,27.37,24.9545
"SHASTA1",41.128752,-121.455784,23.468,24.145,23.3215,24.883,25.4395,24.7025,26.9975,24.465,23.2045,23.042,24.863,23.6135,23.1035,24.5255,26.4185,22.973,23.5425,24.233,23.901,24.3075,24.4355,25.278,23.451,25.105,23.0345,24.704,24.105,24.879,26.5375,25.6435,22.801,25.331,27.4235,23.739,23.9155,25.026,26.4315,25.4955,25.732,27.1015,25.9415,28.691,27.4865,25.4,24.263,27.2775,24.511,28.867,26.234,22.9175,27.9895,24.541,26.3885,24.316,26.289,26.0455,23.9065,25.599,24.758,25.817,25.721,28.6895,27.663,25.316,27.3095,26.4255,24.6925,25.2145,25.871,24.627,26.401,26.494,26.6405,25.2695,27.099,25.1075,26.1065,25.652,29.207,25.8715,25.8025,26.657,29.179,27.0365,27.347,25.584,28.464,28.9025,26.757,24.63,26.4545,27.7505,30.668,32.253,26.923,29.613,27.2305,29.2325,27.592,27.019,27.2065,26.991,26.371,28.3395,28.808,28.5975,29.3935,29.2325,27.4485,29.005,29.2145,27.8715,30.0825,29.014,30.024,27.8585,29.0275,28.1805,28.2335,29.103,30.142,27.938,31.9065,28.523,29.833,28.4245,30.1115,29.1285,34.094,27.1315,28.9155,27.648,27.4255,29.831,27.292,29.441,28.4105,28.377,28.7465,28.9805,29.391,29.3115,31.229,28.041,29.7325,31.104,29.613,27.335,29.926,27.1225
"SHASTA2",41.117642,-122.388533,23.717,23.3005,22.453,24.518,23.5835,23.638,25.4045,22.3425,21.545,23.396,23.942,22.6505,21.322,23.5395,24.4025,22.3025,21.378,23.2585,22.679,23.6005,22.856,23.652,22.235,23.123,22.7325,25.516,24.518,24.3015,23.978,23.7705,21.197,22.678,24.991,22.538,23.2515,22.9115,24.633,24.637,25.388,25.876,24.2695,26.527,25.5795,24.0325,23.973,24.4435,22.5085,26.7165,24.638,21.986,24.609,23.512,25.988,22.929,25.2825,26.2815,25.993,23.4285,24.93,24.059,23.901,25.674,26.518,23.938,25.546,25.5445,24.2005,24.169,25.681,22.829,25.224,24.719,25.202,23.7885,26.386,25.253,24.1815,24.254,27.062,24.659,25.268,25.5955,25.9475,24.658,27.405,24.8405,27.3955,25.8185,24.7485,23.554,27.3935,26.168,27.397,30.023,24.8665,27.722,25.7765,26.8535,25.7065,25.729,25.118,26.3595,24.5825,27.24,27.77,27.0245,27.8345,26.815,25.4935,27.641,27.572,26.718,29.0975,26.2595,27.3485,27.054,27.6435,26.667,26.557,27.2605,28.3265,27.2545,28.405,26.7575,28.1465,26.6505,28.692,26.6535,29.2055,25.9905,27.201,26.347,26.861,27.2275,25.9535,28.2705,28.029,27.7715,27.614,26.7605,27.583,27.771,27.954,26.572,26.499,29.7075,27.8775,26.3615,27.984,25.795
"SHASTA3",40.363104,-122.948165,21.579,21.512,20.667,23.453,22.5975,22.795,24.4875,21.4815,20.0605,21.501,22.6085,22.4085,20.5935,22.8045,22.618,19.802,21.0965,22.3265,21.743,22.1235,22.6965,23.726,22.1665,21.677,20.951,23.239,22.283,22.228,22.6185,22.997,21.0495,22.102,24.983,21.631,21.02,22.479,22.79,23.3445,24.009,25.164,23.091,25.2065,24.759,21.6785,22.643,23.866,21.524,25.922,23.363,20.7275,24.903,23.1715,24.856,22.2975,24.488,24.786,22.402,23.758,22.5925,23.068,22.574,24.9415,24.274,23.5055,24.469,23.656,23.9375,23.3025,23.3635,22.345,24.574,24.8395,25.1525,23.206,24.3205,24.065,23.9335,23.127,27.1025,24.0295,24.2025,24.4145,27.155,24.5065,25.1365,23.7115,27,25.009,24.5835,22.891,24.7885,25.496,27.6505,28.8785,24.957,27.8055,24.7445,26.1895,25.775,23.859,25.079,25.4725,24.0915,26.0495,25.193,26.9045,27.5205,27.3995,24.173,26.3305,26.671,24.8125,27.86,26.1985,27.674,25.8505,25.751,25.241,26.1815,27.3695,28.195,25.534,29.626,25.8965,27.8055,25.712,27.3855,26.544,30.456,24.5055,25.888,25.8925,25.8485,25.8935,25.4055,26.8825,25.5965,26.3685,27.432,26.977,27.8755,27.0785,28.043,26.3655,26.2075,29.073,26.253,25.2025,27.37,24.9545
"SHASTA4",40.483447,-121.428889,19.411,19.812,19.397,21.4225,19.3825,19.3945,21.6545,19.8245,18.023,19.3345,19.6895,19.3355,17.8375,19.691,21.0905,17.3525,18.4775,18.4175,18.371,19.3515,20.1415,19.8685,19.342,18.5495,18.469,21.5205,21.292,19.976,19.9185,19.477,18.143,19.308,22.0005,18.4095,19.4565,18.977,22.3865,18.9455,21.1805,23.071,20.7905,23.0855,21.481,19.6495,19.1805,21.1875,18.353,21.973,21.2535,17.148,21.7385,20.4625,21.985,19.6625,21.5975,21.5395,21.5325,20.044,20.5775,20.5655,19.9135,22.7305,23.0075,21.574,21.783,22.1555,20.771,21.1885,20.3935,19.9435,22.186,21.779,22.375,20.054,22.333,21.171,21.387,22.074,25.1115,22.222,21.422,21.352,24.1665,20.984,22.8845,20.898,23.497,23.7895,21.8575,19.8965,23.0555,23.9675,23.3865,27.1705,21.9915,25.595,23.9425,23.5635,26.173,21.892,21.274,23.9295,22.5965,24.7135,24.215,24.9245,23.9595,24.339,22.334,23.996,23.74,22.6425,25.01,24.204,25.5875,23.0245,24.104,23.585,23.153,25.717,24.6255,23.806,26.0355,23.9855,25.911,23.512,24.5785,24.8585,27.123,23.3625,24.4685,24.091,23.7715,25.3285,24.5795,25.8025,23.782,25.144,24.4685,25.0995,24.8315,25.4215,25.3005,24.3315,25.308,25.96,24.882,24.5925,25.3365,23.265
"TEHEMA0",40.077891,-122.177402,32.441,33.373,32.323,34.527,34.982,32.4255,35.3135,33.705,32.5495,34.3715,34.8605,32.2865,34.1875,35.057,34.3535,33.507,31.742,31.9545,33.0285,34.3785,33.159,34.386,33.031,32.3405,33.71,36.1925,35.6445,33.0175,34.409,33.7245,34.4485,32.99,33.846,32.4945,32.4445,31.4765,35.2955,31.747,35.143,34.139,35.396,33.135,33.2775,33.663,33.502,32.181,32.3575,34.032,33.5925,31.342,32.982,34.4435,35.515,32.692,34.2055,33.2515,35.5005,33.5,34.064,34.3005,32.7765,34.6455,35.3125,34.7925,37.998,34.905,34.919,33.9195,33.1135,33.141,38.196,36.8625,34.0335,32.818,35.4075,37.421,34.006,37.625,34.1075,38.342,33.6755,36.318,35.139,33.9085,36.8635,35.6805,36.0355,35.0115,33.953,33.0425,38.476,36.0245,36.3215,37.8315,36.558,36.5855,36.874,35.91,38.401,39.0855,38.2885,35.5045,36.6225,35.165,36.731,36.51,38.479,37.519,35.701,37.0775,37.2945,34.384,35.5295,35.436,36.112,36.356,39.0305,36.618,37.853,38.84,38.494,36.869,38.1695,35.725,38.019,36.197,37.6375,36.137,36.581,36.28,36.617,36.3915,37.377,36.0855,36.3405,36.901,36.214,38.5885,38.919,36.9415,37.6805,37.075,40.067,36.846,36.391,39.7025,35.9915,37.221,36.3765,35.4775
"TEHEMA1",40.372282,-121.648837,21.312,21.945,22.6825,23.334,20.734,21.368,24.4845,21.9495,19.768,21.0525,21.7015,19.563,19.42,21.363,22.537,20.023,19.516,19.853,20.69,20.624,20.573,21.377,21.2345,19.92,21.0905,23.719,22.7255,21.657,22.1205,21.6185,19.4225,20.3885,24.3665,19.599,21.057,20.243,24.8835,20.783,22.8425,24.2555,21.7365,26.3735,22.5725,22.17,21.197,23.701,20.2125,23.05,21.9625,18.435,23.0645,21.297,24.059,21.2565,23.398,23.45,23.442,21.8225,21.759,21.7115,23.628,24.382,23.769,22.6595,23.0275,23.5705,23.23,23.1155,21.5925,21.2365,23.726,23.092,24.133,21.3215,22.8175,22.175,22.769,23.2395,25.41,23.281,22.8245,23.024,26.2445,23.417,25.203,22.445,25.6205,25.6105,24.0645,21.295,25.2565,25.1165,25.107,30.251,22.8115,26.8955,24.8235,25.328,27.285,23.105,22.7385,25.4475,23.7595,26.4215,25.6305,26.843,25.6495,26.036,23.6415,25.7725,26.364,24.418,26.7115,26.096,27.241,24.385,25.7405,26.64,24.5895,27.6965,26.9435,25.2455,27.3155,25.3035,28.9365,26.939,26.472,26.574,27.68,24.275,26.1825,26.379,25.6575,26.7705,25.9305,28.14,25.08,28.0715,27.3935,27.68,25.8425,27.9465,26.4765,26.697,27.217,28.114,26.295,26.447,28.6895,25.356
"TEHEMA2",40.146833,-122.807917,25.458,24.928,25.7205,26.9265,25.78,26.587,29.0765,25.6455,23.9575,26.534,26.5505,26.2725,25.572,25.863,26.29,24.2585,24.6935,25.234,27.1605,25.6695,25.5355,26.093,25.64,25.3145,26.475,29.291,26.079,25.803,27.1195,25.1725,25.105,24.881,27.672,23.7285,26.202,23.487,26.877,26.6235,27.3125,27.6855,28.448,27.9475,26.274,26.989,25.429,27.965,25.319,26.998,25.7555,23.7785,27.909,27.0665,27.7975,25.0165,26.909,28.9185,26.9285,26.7985,26.284,25.869,26.694,27.6195,27.793,26.067,26.602,27.293,27.0285,28.0555,27.1165,26.2355,28.319,27.882,27.587,27.106,27.368,28.7675,26.057,27.408,28.7385,28.9125,26.378,29.162,28.8325,25.333,28.738,26.8015,29.125,27.803,27.4495,27.097,29.3105,29.6765,27.4105,31.0355,26.9,31.5485,28.0085,28.8795,27.893,28.807,29.401,28.4685,25.921,28.191,29.873,30.3095,30.6685,29.42,27.968,29.647,28.1895,28.1555,29.354,28.6855,28.811,31.3595,30.0265,28.532,30.558,31.9475,32.7695,29.566,31.134,28.7405,31.514,29.8165,29.795,29.497,30.836,31.0325,28.6065,29.258,28.4555,28.1035,28.4165,31.291,28.228,29.9315,28.084,29.706,28.516,29.7015,30.4905,29.7685,29.742,29.4205,28.782,28.0785,29.421,28.567
"TEHEMA3",39.846946,-122.746724,24.096,24.488,24.1615,26.4535,25.623,24.167,27.191,25.697,23.463,24.8755,24.611,24.4315,24.1955,24.294,25.031,23.9415,23.461,25.766,29.2365,24.942,23.846,26.249,24.3925,25.701,25.606,27.028,25.485,25.0135,26.6735,24.4955,24.7495,24.2495,25.526,23.226,24.241,23.393,25.9825,25.384,25.1435,26.254,26.9525,25.7375,25.4155,26.13,24.916,24.955,23.709,24.922,24.639,22.1695,25.8015,24.6435,26.3135,23.6005,25.574,25.8315,25.5815,25.601,25.1565,26.0735,26.633,26.97,26.59,24.469,26.5645,26.349,25.0765,25.5685,25.948,24.643,29.7745,26.271,26.8535,25.7765,25.879,27.435,24.8235,28.292,27.4195,28.9485,25.977,27.8775,27.2085,24.835,26.884,25.607,28.499,26.7145,26.1885,25.4025,28.6515,26.0225,27.188,28.693,26.096,28.9175,27.248,27.616,27.3415,29.0195,29.338,27.277,26.002,27.1265,29.639,29.406,29.2305,28.9845,25.6015,28.5775,28.539,25.5895,27.601,26.658,29.2305,32.123,29.611,28.381,28.9855,30.295,30.47,28.3445,30.9425,26.917,30.66,28.017,29.8265,27.206,27.9795,28.134,28.835,28.467,27.2145,27.781,28.017,29.7655,27.7705,31.01,29.256,27.133,26.7875,28.7415,28.789,28.9205,28.6915,29.1275,27.427,26.7385,28.178,26.1045
"TEHEMA4",39.991261,-121.74127,24.096,24.488,24.1615,26.4535,25.623,24.167,27.191,25.697,23.463,24.8755,24.611,24.4315,24.1955,24.294,25.031,23.9415,23.461,25.766,29.2365,24.942,23.846,26.249,24.3925,25.701,25.606,27.028,25.485,25.0135,26.6735,24.4955,24.7495,24.2495,25.526,23.226,24.241,23.393,25.9825,25.384,25.1435,26.254,26.9525,25.7375,25.4155,26.13,24.916,24.955,23.709,24.922,24.639,22.1695,25.8015,24.6435,26.3135,23.6005,25.574,25.8315,25.5815,25.601,25.1565,26.0735,26.633,26.97,26.59,24.469,26.5645,26.349,25.0765,25.5685,25.948,24.643,29.7745,26.271,26.8535,25.7765,25.879,27.435,24.8235,28.292,27.4195,28.9485,25.977,27.8775,27.2085,24.835,26.884,25.607,28.499,26.7145,26.1885,25.4025,28.6515,26.0225,27.188,28.693,26.096,28.9175,27.248,27.616,27.3415,29.0195,29.338,27.277,26.002,27.1265,29.639,29.406,29.2305,28.9845,25.6015,28.5775,28.539,25.5895,27.601,26.658,29.2305,32.123,29.611,28.381,28.9855,30.295,30.47,28.3445,30.9425,26.917,30.66,28.017,29.8265,27.206,27.9795,28.134,28.835,28.467,27.2145,27.781,28.017,29.7655,27.7705,31.01,29.256,27.133,26.7875,28.7415,28.789,28.9205,28.6915,29.1275,27.427,26.7385,28.178,26.1045
