"Points","Latitude","Longitude","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"SHASTA0",40.762257,-121.864248,-7.5265,-9.2955,-9.292,-17.3605,-8.4755,-9.33,-7.9565,-15.863,-13.1085,-12.09,-7.7795,-7.4435,-6.7465,-10.3455,-8.5995,-4.632,-10.642,-14.037,-11.9635,-11.884,-19.5615,-9.708,-7,-10.6695,-10.812,-18.6735,-13.6585,-10.196,-10.729,-13.202,-13.906,-5.3555,-7.261,-8.13,-17.386,-9.626,-18.1455,-11.4905,-8.775,-9.059,-17.1115,-6.855,-20.887,-16.9825,-20.1695,-12.2575,-8.266,-8.087,-7.1165,-8.348,-10.3665,-4.715,-7.349,-3.147,-4.7325,-5.3855,-4.5785,-6.195,-5.049,-6.9405,-13.857,-4.7455,-3.977,-5.796,-14.201,-4.055,-7.241,-5.593,-13.1275,-9.559,-11.021,-8.1875,-12.5715,-3.7705,-4.6185,-7.0875,-3.785,-2.999,-9.545,-4.8475,-14.508,-4.558,-6.689,-3.5195,-3.069,-5.0555,-8.576,-14.4705,-7.462,-16.191,-10.6905,-5.3705,-10.678,-15.6115,-5.042,-10.183,-9.178,-16.0605,-3.0745,-7.684,-6.384,-3.9895,-5.1105,-5.9135,-13.437,-6.53,-5.867,-1.905,-6.203,-8.362,-10.3545,-17.746,-9.931,-10.9445,-5.424,-4.7435,-6.342,-4.6475,-11.1325,-4.9175,-5.6415,-13.329,-6.205,-4.304,-4.788,-7.1395,-7.5815,-5.89,-2.783,-7.1645,-5.876,-3.713,-6.0465,-3.4305,-9.18,-8.621,-5.3725,-7.3945,-9.111,-9.311,-10.9645,-5.4655,-3.2185,-10.864,-6.77,-10.0575,-7.9875,-4.7825,-10.3075,-11.846
"SHASTA1",41.128752,-121.455784,-5.9255,-7.087,-6.8045,-15.123,-5.7655,-8.723,-8.4075,-15.8985,-11.888,-11.9705,-5.1965,-7.7585,-5.9765,-8.2455,-9.677,-2.9,-9.049,-14.054,-11.6945,-11.3055,-19.8875,-8.527,-7.369,-8.723,-8.8155,-19.743,-10.9675,-8.7695,-9.296,-12.397,-13.6535,-3.1215,-6.0275,-9.011,-16.663,-7.4405,-15.2995,-10.443,-7.0055,-7.3925,-15.1825,-7.962,-19.8645,-14.928,-21.534,-10.5155,-6.775,-8.2295,-6.509,-7.3455,-9.256,-5.2875,-5.1835,-2.5625,-2.591,-3.5535,-1.701,-5.019,-4.6065,-6.342,-12.766,-5.8265,-3.669,-6.505,-12.9765,-0.912,-7.012,-4.646,-9.0015,-7.586,-9.5525,-8.1605,-12.6915,-1.8835,-2.5415,-5.8505,-1.759,-0.6855,-7.865,-3.92,-13.7145,-4.667,-6.215,-1.11,-0.7875,-2.973,-7.2845,-15.468,-6.768,-14.066,-8.9375,-1.325,-9.7665,-12.427,-5.4595,-8.7725,-9.2405,-16.103,-3.576,-6.1215,-4.35,-2.684,-3.018,-4.373,-11.609,-4.9545,-3.8195,0.529,-5.117,-7.247,-9.232,-16.4575,-8.0625,-8.6275,-4.021,-4.364,-4.544,-3.442,-9.773,-4.4245,-4.6295,-14.66,-5.7185,-4.399,-3.214,-6.9945,-5.746,-5.572,-0.215,-6.414,-4.8925,-2.3925,-3.0425,-2.0095,-12.0245,-6.062,-4.8455,-4.959,-8.4335,-10.276,-11.3705,-3.6475,-0.418,-10.5385,-6.528,-7.896,-6.4265,-3.597,-8.249,-11.724
"SHASTA2",41.117642,-122.388533,-4.1345,-6.029,-6.265,-16.639,-6.7315,-6.7095,-5.8325,-10.829,-9.272,-8.277,-4.669,-3.2315,-7.2565,-7.7345,-4.89,-3.7525,-7.429,-9.127,-7.76,-9.2485,-18.676,-7.9965,-4.032,-8.69,-7.4905,-14.417,-10.3415,-6.589,-7.432,-10.915,-10.7025,-2.563,-3.1985,-5.9785,-11.046,-5.3765,-13.529,-7.407,-7.0255,-6.6625,-14.046,-5.347,-16.9555,-12.3915,-15.4715,-10.516,-5.1855,-5.5935,-4.9955,-6.133,-7.551,-3.047,-3.69,-1.2395,-3.9375,-2.6065,-2.4645,-6.043,-3.394,-3.5825,-8.797,-3.025,-1.9865,-4.3145,-12.8445,-1.547,-5.339,-3.562,-9.1325,-6.374,-7.1355,-4.631,-10.266,-1.5085,-3.543,-4.511,-2.2825,-0.298,-6.931,-4.2335,-11.4435,-4.2835,-5.169,-1.3915,-1.428,-5.545,-4.257,-12.342,-5.5525,-14.8805,-7.6005,-3.0095,-7.533,-11.5995,-2.7665,-5.3725,-5.121,-12.947,-1.846,-5.366,-3.93,-2.1375,-2.7615,-3.083,-9.6625,-4.959,-4.8785,-0.5595,-3.5225,-5.8355,-9.372,-18.1855,-5.789,-7.842,-3.5325,-2.541,-4.085,-3.2,-9.8305,-3.004,-5.6925,-11.3785,-1.989,-1.4785,-1.7265,-4.389,-3.501,-3.091,-0.346,-4.913,-4.2965,-2.362,-2.421,-2.699,-6.4715,-5.862,-3.646,-5.0995,-6.393,-8.2615,-14.275,-3.0855,-0.476,-11.014,-5.753,-7.464,-6.4735,-3.302,-6.6705,-10.5125
"SHASTA3",40.363104,-122.948165,-7.5265,-9.2955,-9.292,-17.3605,-8.4755,-9.33,-7.9565,-15.863,-13.1085,-12.09,-7.7795,-7.4435,-6.7465,-10.3455,-8.5995,-4.632,-10.642,-14.037,-11.9635,-11.884,-19.5615,-9.708,-7,-10.6695,-10.812,-18.6735,-13.6585,-10.196,-10.729,-13.202,-13.906,-5.3555,-7.261,-8.13,-17.386,-9.626,-18.1455,-11.4905,-8.775,-9.059,-17.1115,-6.855,-20.887,-16.9825,-20.1695,-12.2575,-8.266,-8.087,-7.1165,-8.348,-10.3665,-4.715,-7.349,-3.147,-4.7325,-5.3855,-4.5785,-6.195,-5.049,-6.9405,-13.857,-4.7455,-3.977,-5.796,-14.201,-4.055,-7.241,-5.593,-13.1275,-9.559,-11.021,-8.1875,-12.5715,-3.7705,-4.6185,-7.0875,-3.785,-2.999,-9.545,-4.8475,-14.508,-4.558,-6.689,-3.5195,-3.069,-5.0555,-8.576,-14.4705,-7.462,-16.191,-10.6905,-5.3705,-10.678,-15.6115,-5.042,-10.183,-9.178,-16.0605,-3.0745,-7.684,-6.384,-3.9895,-5.1105,-5.9135,-13.437,-6.53,-5.867,-1.905,-6.203,-8.362,-10.3545,-17.746,-9.931,-10.9445,-5.424,-4.7435,-6.342,-4.6475,-11.1325,-4.9175,-5.6415,-13.329,-6.205,-4.304,-4.788,-7.1395,-7.5815,-5.89,-2.783,-7.1645,-5.876,-3.713,-6.0465,-3.4305,-9.18,-8.621,-5.3725,-7.3945,-9.111,-9.311,-10.9645,-5.4655,-3.2185,-10.864,-6.77,-10.0575,-7.9875,-4.7825,-10.3075,-11.846
"SHASTA4",40.483447,-121.428889,-10.0535,-11.192,-11.905,-19.252,-11.27,-9.8045,-10.1125,-16.7155,-14.5285,-14.8515,-10.1095,-8.033,-11.248,-12.5495,-9.732,-7.116,-13.7215,-13.2645,-14.6255,-12.2275,-20.3865,-10.349,-9.3015,-13.868,-14.352,-17.5235,-14.865,-10.6065,-13.8895,-16.5005,-16.72,-7.5095,-9.4915,-11.3245,-17.2435,-11.1855,-19.1625,-13.0435,-10.809,-12.2025,-17.26,-8.761,-19.9065,-17.5075,-18.632,-13.091,-8.1815,-9.119,-10.4375,-10.59,-13.048,-6.7795,-8.5445,-6.857,-8.483,-7.706,-7.197,-9.6545,-7.363,-8.6725,-15.573,-8.374,-6.061,-7.98,-14.3555,-6.6545,-10.1945,-7.2155,-13.067,-11.7715,-15.83,-9.002,-13.129,-7.318,-5.977,-9.9275,-6.322,-5.3165,-12.3195,-8.039,-17.1485,-6.9295,-9.634,-5.8945,-4.9385,-7.185,-9.8565,-14.353,-9.8445,-17.8865,-13.711,-6.9195,-12.945,-15.8875,-7.4685,-11.2315,-11.042,-16.105,-9.012,-10.0855,-8.098,-7.35,-9.561,-7.8755,-15.25,-8.876,-7.731,-6.091,-8.2275,-12.68,-11.6485,-17.289,-10.326,-12.9285,-7.7265,-8.1525,-8.797,-7.5825,-12.58,-8.1615,-9.514,-15.3145,-5.7485,-6.142,-6.6075,-6.7335,-8.939,-8.49,-5.432,-10.587,-7.676,-5.2565,-7.8065,-7.9465,-12.6225,-11.939,-7.896,-10.046,-11.4005,-11.722,-11.751,-6.874,-4.119,-12.097,-9.3905,-13.233,-9.6455,-6.7125,-12.011,-14.228
"TEHEMA0",40.077891,-122.177402,3.119,2.2275,0.5695,-4.361,1.4655,2.588,4.576,1.1645,0.7695,0.839,4.16,4.861,1.9415,1.3185,3.152,4.738,1.748,0.522,1.4965,0.0375000000000001,-3.7025,2.258,4.46,-0.810999999999999,1.907,-4.5035,0.605,1.525,2.4615,-0.3745,1.5015,5.7355,3.7775,2.594,-2.4805,4.3545,-3.3805,0.997,3.195,1.8125,-3.1175,2.249,-3.0085,-2.956,-0.273,0.505,5.1595,3.207,3.566,2.424,1.3885,4.9625,2.2045,6.247,3.4105,4.422,3.536,2.7755,4.059,3.428,1.898,5.798,5.7785,4.781,-0.3005,5.671,2.527,4.653,1.5985,0.496,0.8835,5.148,1.182,7.251,5.369,4.1075,6.0825,5.4315,2.419,5.746,2.8825,5.6425,4.525,5.682,6.623,3.8695,4.28,0.5835,4.4055,0.0350000000000001,2.672,6.6425,2.2935,-2.5575,5.494,2.9515,4.3485,-1.179,6.1275,3.8735,4.399,6.588,5.875,4.545,-0.214,4.5395,5.6705,7.9695,3.847,3.212,2.561,-2.902,4.4755,2.5275,5.628,5.81,4.3245,6.5425,4.097,6.9155,4.0105,3.2375,3.3535,5.292,6.182,3.9905,6.1975,6.24,7.4715,4.9285,4.2075,5.5245,7.1825,5.843,4.9275,4.8315,6.105,3.336,1.381,2.747,2.8365,5.7095,6.86,0.1925,4.051,3.76,4.8315,5.778,3.486,1.7515
"TEHEMA1",40.372282,-121.648837,-7.7275,-10.286,-9.5345,-19.04,-8.9895,-7.902,-7.669,-14.9025,-11.7035,-12.682,-9.8435,-6.2725,-8.972,-8.6635,-8.808,-6.5665,-10.492,-11.1675,-12.0115,-11.274,-19.786,-9.3385,-8.664,-12.3275,-11.4935,-15.4795,-11.969,-8.4355,-11.334,-13.579,-13.008,-5.6275,-7.4615,-9.3425,-15.558,-10.3285,-16.4225,-9.7695,-7.7665,-8.9655,-15.3945,-6.2355,-17.5375,-14.8545,-14.6995,-9.8505,-6.6025,-8.573,-7.9675,-9.441,-9.325,-6.251,-7.212,-4.674,-6.8555,-5.3865,-7.6585,-6.995,-6.3245,-6.173,-12.313,-6.1195,-3.8175,-8.204,-11.9335,-4.3075,-7.851,-6.1635,-10.271,-8.9825,-11.8,-7.754,-9.0045,-5.124,-4.974,-7.2915,-3.461,-4.695,-9.4295,-6.906,-13.1005,-5.698,-7.5135,-4.6915,-5.9065,-6.324,-8.15,-12.436,-5.8035,-15.4705,-10.445,-4.4845,-10.7465,-13.244,-5.1735,-9.3625,-8.1515,-13.552,-8.145,-7.764,-6.62,-4.8065,-5.284,-4.7225,-11.568,-6.9175,-5.3025,-5.4575,-6.317,-11.999,-10.451,-14.9185,-9.0085,-11.354,-4.482,-5.6015,-7.6555,-4.493,-9.398,-5.995,-7.027,-11.024,-4.3475,-4.8435,-4.582,-5.1425,-6.3915,-7.029,-2.913,-8.168,-4.819,-4.9205,-7.0585,-6.733,-7.2745,-9.828,-5.465,-7.6955,-8.2215,-9.217,-9.7805,-5.8765,-4.1365,-9.799,-6.7505,-12.963,-7.8655,-5.501,-10.9755,-13.921
"TEHEMA2",40.146833,-122.807917,-2.94,-5.7465,-5.0005,-12.1385,-5.2285,-4.6115,-3.002,-6.3495,-6.0515,-6.4575,-2.726,-1.6185,-5.552,-7.2365,-1.9605,-0.9005,-4.6435,-5.229,-4.206,-5.258,-11.9825,-3.523,-3.1835,-7.0955,-5.239,-10.6885,-6.0665,-3.756,-3.811,-6.1305,-5.389,-1.252,-1.725,-3.243,-8.904,-2.7215,-10.8045,-5.6275,-4.4955,-5.001,-9.409,-2.7325,-10.396,-8.198,-6.5765,-6.3345,-1.833,-2.764,-2.6035,-3.3615,-4.794,-0.9355,-2.2515,-0.365,-2.6695,-1.009,-2.3675,-3.258,-1.7755,-2.9285,-4.121,-0.8025,-0.0269999999999997,-2.092,-7.453,-0.6475,-2.062,-1.759,-5.8175,-5.2505,-5.8295,-2.9055,-4.3625,0.304,-0.9725,-2.8975,0.1205,-0.12,-3.4955,-1.597,-5.455,-1.855,-3.859,-0.3215,0.0205,-2.414,-2.583,-5.805,-1.464,-7.8275,-3.735,-1.1955,-5.9265,-9.7585,-1.372,-2.676,-3.3205,-6.628,-0.0615000000000001,-2.584,-1.118,0.226,-1.318,-1.2925,-6.382,-2.5995,-1.4055,0.842,-2.469,-3.6655,-5.1295,-11.6745,-2.507,-4.448,-0.617,-0.2395,-2.6995,-0.241,-3.7525,-0.130500000000001,-3.8125,-4.9685,-0.52,-1.291,0.3865,-0.927,-0.6155,-0.859500000000001,0.3375,-2.6615,-1.4165,-0.7165,-0.7815,-1.519,-1.3395,-3.1015,-0.0140000000000002,-1.605,-4.8165,-5.104,-6.757,-0.9005,-0.1475,-6.8735,-2.328,-4.393,-2.82,-0.692,-4.452,-6.362
"TEHEMA3",39.846946,-122.746724,-3.425,-5.5275,-5.15,-10.924,-6.5455,-3.9775,-3.405,-6.8155,-6.4975,-6.231,-2.792,-2.296,-5.7385,-6.537,-3.1545,-2.073,-5.528,-4.277,-4.9425,-5.3555,-10.8095,-4.193,-3.2605,-8.415,-5.492,-10.79,-6.4125,-4.4515,-3.8575,-5.4855,-6.4955,-1.26,-2.5825,-4.308,-8.6595,-3.2995,-10.088,-7.1985,-3.2875,-5.487,-9.1605,-3.4105,-11.882,-8.397,-7.846,-5.9695,-2.714,-3.817,-3.5195,-4.013,-5.625,-1.5685,-2.284,-0.536,-2.7145,-1.266,-2.4575,-3.4225,-1.811,-2.7485,-4.46,-1.7565,-0.832,-1.598,-5.8915,-1.4555,-2.989,-1.7015,-6.0975,-6.2245,-6.6955,-3.321,-4.3265,-0.406,-2.5365,-2.3265,-0.0620000000000001,-0.3385,-3.381,-1.346,-4.139,-2.146,-4.239,-0.265,-0.378,-2.974,-2.3535,-5.7935,-2.4955,-6.133,-4.565,-1.4695,-6.8475,-9.176,-0.1255,-2.504,-5.345,-6.564,-1.957,-3.485,-1.531,0.016,-1.5005,-1.4575,-5.009,-2.921,-1.6465,1.0825,-1.8275,-3.979,-4.6665,-10.56,-2.2165,-4.6345,-1.1165,-1.35,-2.6735,-1.6365,-2.7185,-0.179,-2.005,-3.738,-1.2475,-1.1365,-0.0425000000000002,-1.3015,-2.007,-1.127,0.1635,-2.5965,-1.088,-0.5205,-1.4095,-2.025,-1.358,-3.418,-0.739,-2.2555,-4.0525,-5.4025,-7.499,-0.8075,-0.962,-6.7905,-3.3305,-2.967,-1.8675,-0.3465,-3.3225,-6.0905
"TEHEMA4",39.991261,-121.74127,-3.425,-5.5275,-5.15,-10.924,-6.5455,-3.9775,-3.405,-6.8155,-6.4975,-6.231,-2.792,-2.296,-5.7385,-6.537,-3.1545,-2.073,-5.528,-4.277,-4.9425,-5.3555,-10.8095,-4.193,-3.2605,-8.415,-5.492,-10.79,-6.4125,-4.4515,-3.8575,-5.4855,-6.4955,-1.26,-2.5825,-4.308,-8.6595,-3.2995,-10.088,-7.1985,-3.2875,-5.487,-9.1605,-3.4105,-11.882,-8.397,-7.846,-5.9695,-2.714,-3.817,-3.5195,-4.013,-5.625,-1.5685,-2.284,-0.536,-2.7145,-1.266,-2.4575,-3.4225,-1.811,-2.7485,-4.46,-1.7565,-0.832,-1.598,-5.8915,-1.4555,-2.989,-1.7015,-6.0975,-6.2245,-6.6955,-3.321,-4.3265,-0.406,-2.5365,-2.3265,-0.0620000000000001,-0.3385,-3.381,-1.346,-4.139,-2.146,-4.239,-0.265,-0.378,-2.974,-2.3535,-5.7935,-2.4955,-6.133,-4.565,-1.4695,-6.8475,-9.176,-0.1255,-2.504,-5.345,-6.564,-1.957,-3.485,-1.531,0.016,-1.5005,-1.4575,-5.009,-2.921,-1.6465,1.0825,-1.8275,-3.979,-4.6665,-10.56,-2.2165,-4.6345,-1.1165,-1.35,-2.6735,-1.6365,-2.7185,-0.179,-2.005,-3.738,-1.2475,-1.1365,-0.0425000000000002,-1.3015,-2.007,-1.127,0.1635,-2.5965,-1.088,-0.5205,-1.4095,-2.025,-1.358,-3.418,-0.739,-2.2555,-4.0525,-5.4025,-7.499,-0.8075,-0.962,-6.7905,-3.3305,-2.967,-1.8675,-0.3465,-3.3225,-6.0905
