"Points","Latitude","Longitude","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"SHASTA0",40.762257,-121.864248,-16.9255,-13.9075,-10.3155,-9.246,-12.2845,-7.6795,-9.507,-10.7475,-11.983,-8.0635,-12.0345,-10.7165,-7.5915,-7.1795,-7.2045,-8.019,-11.6865,-13.7565,-13.3705,-8.775,-13.231,-13.9335,-9.8925,-9.979,-6.26,-5.9265,-9.9255,-9.1095,-7.5655,-9.2905,-7.488,-18.548,-15.185,-12.785,-7.0325,-11.799,-6.217,-11.1365,-5.9685,-8.4445,-10.784,-4.715,-9.4555,-14.478,-10.6275,-11.745,-6.9505,-3.559,-8.831,-8.805,-5.4605,-8.5765,-7.6255,-9.8555,-8.031,-19.935,-5.6255,-7.0395,-11.6945,-13.9455,-9.659,-14.0145,-11.2555,-8.6385,-13.1075,-7.121,-11.698,-8.622,-10.1405,-6.3205,-10.9655,-8.8535,-6.209,-6.7975,-6.943,-19.86,-6.8875,-7.4455,-9.0755,-7.0675,-7.8995,-6.7935,-5.606,-4.5945,-9.042,-7.2025,-7.0395,-8.7115,-6.449,-6.4125,-11.596,-7.7015,-11.1505,-3.9,-6.843,-6.9235,-4.9475,-11.457,-10.421,-8.432,-7.291,-5.423,-6.1525,-2.3055,-3.8705,-4.4005,-18.6005,-9.064,-6.505,-8.005,-7.1625,-4.3095,-7.882,-6.682,-5.05,-7.6985,-5.9625,-3.7065,-6.6895,-4.349,-6.226,-5.0995,-5.5625,-3.8165,-7.187,-4.6985,-5.154,-7.628,-5.3135,-6.7095,-5.3725,-8.6785,-3.465,-14.801,-3.525,-7.5695,-2.6275,-3.906,-16.357,-1.939,-8.8865,-7.2415,-7.5835,-5.273,-2.5815,-3.143,-6.889,-4.3725,-3.089,-7.8575
"SHASTA1",41.128752,-121.455784,-18.804,-14.2835,-9.9325,-9.0555,-11.0625,-6.1025,-9.4235,-10.974,-10.2605,-7.183,-9.284,-8.7945,-6.9335,-5.1435,-4.6995,-6.2865,-10.7565,-13.7565,-13.7515,-7.0585,-13.1835,-13.0595,-8.1965,-7.941,-5.2295,-4.92,-9.264,-7.244,-5.722,-8.3205,-5.737,-18.906,-16.808,-12.4585,-6.0125,-10.711,-4.544,-9.4335,-6.4595,-7.302,-10.093,-4.8095,-10.171,-15.2425,-10.0445,-10.241,-4.5275,-2.06,-8.466,-7.3225,-3.754,-5.555,-6.307,-8.0445,-5.566,-20.269,-4.9705,-6.9295,-11.7445,-11.1445,-7.4615,-12.5205,-7.6215,-9.112,-12.477,-6.2595,-9.822,-6.381,-9.894,-4.9755,-10.4995,-8.287,-4.561,-7.122,-6.724,-20.8595,-4.7185,-5.644,-10.746,-5.1395,-7.42,-6.2855,-4.368,-2.7915,-10.0105,-4.482,-6.5495,-6.0055,-4.155,-3.998,-10.0345,-5.862,-9.7795,-2.253,-6.629,-5.5925,-4.127,-10.7645,-9.4305,-8.126,-7.1015,-3.704,-5.815,-0.276,-1.521,-2.249,-19.026,-9.7625,-5.9475,-8.1295,-5.964,-2.7635,-7.178,-4.772,-3.713,-4.872,-4.3815,-2.338,-4.137,-2.348,-5.267,-3.3425,-2.883,-2.1495,-6.936,-3.405,-3.301,-7.7255,-2.7355,-4.237,-4.2615,-8.199,-2.102,-14.8685,-1.627,-4.841,-1.3395,-2.0455,-16.721,-1.9995,-8.275,-10.251,-4.754,-1.491,-2.1135,-1.862,-5.0935,-2.977,-1.3315,-6.0965
"SHASTA2",41.117642,-122.388533,-13.9615,-7.755,-7.642,-7.045,-8.4005,-6.462,-7.0365,-8.6685,-11.3395,-7.505,-6.7975,-9.2825,-5.768,-3.6635,-5.586,-5.1005,-7.4345,-10.871,-9.7165,-7.0305,-9.48,-10.0565,-6.308,-5.542,-5.025,-4.0955,-6.7835,-6.556,-4.6325,-7.1505,-5.7065,-16.7495,-11.1355,-10.294,-4.008,-6.7585,-5.317,-6.774,-7.104,-5.578,-8.137,-3.749,-8.655,-11.11,-7.751,-7.5555,-4.3935,-1.568,-5.5765,-6,-4.4815,-5.719,-5.8775,-6.626,-6.074,-16.428,-4.3845,-4.914,-6.925,-10.552,-7.0805,-10.225,-6.825,-6.1695,-9.6765,-4.6485,-8.5545,-7.47,-6.2015,-5.006,-7.3575,-6.0795,-4.5265,-5.368,-4.956,-17.434,-3.882,-4.0615,-9.568,-2.3015,-6.492,-5.943,-4.5835,-2.1405,-6.8135,-4.2005,-4.582,-5.71,-4.095,-4.0315,-8.143,-4.958,-7.5005,-0.7715,-5.1005,-4.1605,-2.234,-7.2215,-5.9925,-8.728,-6.287,-4.397,-4.3385,0.542,-3.008,-2.73,-14.869,-6.6275,-4.953,-5.9845,-6.967,-2.766,-3.6635,-1.8025,-5.0915,-6.7915,-3.8985,-2.91,-3.887,-1.3325,-3.2835,-3.048,-3.8795,-3.2585,-5.294,-2.792,-3.082,-5.026,-4.663,-5.191,-2.953,-6.264,-2.4205,-13.489,-2.5,-6.9505,-1.5015,-2.2795,-15.273,-0.304,-7.653,-5.9875,-4.0395,-3.2815,-0.8845,-1.197,-2.841,-3.1635,-1.6345,-4.832
"SHASTA3",40.363104,-122.948165,-16.9255,-13.9075,-10.3155,-9.246,-12.2845,-7.6795,-9.507,-10.7475,-11.983,-8.0635,-12.0345,-10.7165,-7.5915,-7.1795,-7.2045,-8.019,-11.6865,-13.7565,-13.3705,-8.775,-13.231,-13.9335,-9.8925,-9.979,-6.26,-5.9265,-9.9255,-9.1095,-7.5655,-9.2905,-7.488,-18.548,-15.185,-12.785,-7.0325,-11.799,-6.217,-11.1365,-5.9685,-8.4445,-10.784,-4.715,-9.4555,-14.478,-10.6275,-11.745,-6.9505,-3.559,-8.831,-8.805,-5.4605,-8.5765,-7.6255,-9.8555,-8.031,-19.935,-5.6255,-7.0395,-11.6945,-13.9455,-9.659,-14.0145,-11.2555,-8.6385,-13.1075,-7.121,-11.698,-8.622,-10.1405,-6.3205,-10.9655,-8.8535,-6.209,-6.7975,-6.943,-19.86,-6.8875,-7.4455,-9.0755,-7.0675,-7.8995,-6.7935,-5.606,-4.5945,-9.042,-7.2025,-7.0395,-8.7115,-6.449,-6.4125,-11.596,-7.7015,-11.1505,-3.9,-6.843,-6.9235,-4.9475,-11.457,-10.421,-8.432,-7.291,-5.423,-6.1525,-2.3055,-3.8705,-4.4005,-18.6005,-9.064,-6.505,-8.005,-7.1625,-4.3095,-7.882,-6.682,-5.05,-7.6985,-5.9625,-3.7065,-6.6895,-4.349,-6.226,-5.0995,-5.5625,-3.8165,-7.187,-4.6985,-5.154,-7.628,-5.3135,-6.7095,-5.3725,-8.6785,-3.465,-14.801,-3.525,-7.5695,-2.6275,-3.906,-16.357,-1.939,-8.8865,-7.2415,-7.5835,-5.273,-2.5815,-3.143,-6.889,-4.3725,-3.089,-7.8575
"SHASTA4",40.483447,-121.428889,-18.373,-13.8675,-12.078,-11.229,-15.1645,-12.6475,-11.3985,-13.848,-15.349,-11.476,-12.3395,-13.8925,-9.149,-9.2905,-9.288,-8.9725,-13.907,-17.5645,-14.3885,-11.6895,-14.462,-16.574,-10.9195,-12.046,-9.169,-9.5045,-13.2025,-10.6525,-9.4195,-9.379,-10.955,-19.511,-17.509,-14.5855,-10.342,-11.8905,-11.6555,-11.811,-9.852,-10.772,-13.433,-6.648,-13.6215,-17.408,-13.0065,-13.897,-9.64,-5.9235,-10.4685,-10.6825,-8.796,-11.7965,-8.358,-10.5705,-9.4705,-20.993,-7.141,-9.4955,-15.563,-17.0695,-11.567,-15.883,-13.0965,-11.735,-16.093,-9.6055,-13.831,-12.34,-14.104,-9.105,-14.7275,-12.493,-9.0875,-10.17,-9.646,-20.865,-7.841,-9.899,-10.9535,-6.7495,-10.183,-9.6555,-10.45,-6.371,-12.7205,-9.1195,-9.4915,-10.7685,-8.9465,-8.232,-11.8395,-10.208,-13.554,-5.3175,-11.782,-9.775,-7.523,-16.047,-13.063,-11.7795,-12.1885,-6.91,-7.2415,-4.652,-6.533,-6.287,-18.6215,-12.3845,-9.948,-11.7915,-10.8875,-7.6325,-8.2375,-8.41,-8.7835,-11.218,-9.3435,-6.6845,-8.6275,-6.7135,-10.024,-7.1745,-8.1005,-6.2265,-9.655,-6.866,-7.774,-10.377,-8.0775,-9.522,-8.877,-13.257,-6.7625,-13.475,-6.3795,-11.682,-6.275,-5.7585,-18.127,-4.972,-10.743,-10.0075,-8.9755,-7.172,-3.5295,-5.677,-8.4605,-7.2325,-7.155,-10.483
"TEHEMA0",40.077891,-122.177402,-1.8865,1.168,0.715,-0.1785,-0.3995,3.763,1.2595,-0.2995,0.0619999999999998,2.438,0.675,1.027,5.087,4.103,3.188,1.85,-0.0295000000000001,0.687,-3.5415,1.9,-0.3765,0.692,1.2765,1.8645,4.9725,4.369,2.139,3.1515,2.7495,3.4945,2.502,-5.172,-0.23,0.681,4.625,3.282,4.0785,2.3515,2.6365,2.3035,1.8325,3.431,1.1265,1.1775,0.744,2.848,4.0595,6.7485,4.326,3.5635,3.5285,3.2015,3.14,4.265,3.463,-4.0645,4.2135,3.314,1.8405,-0.7875,2.2595,1.3285,2.2915,2.6315,0.3645,4.029,2.5935,1.6365,2.6955,3.745,2.4875,4.553,4.5635,4.46,3.851,-5.7615,4.018,2.1695,1.481,3.2245,3.179,3.3865,2.936,5.437,2.4,5.1665,4.005,1.9195,5.222,4.979,2.225,4.3595,1.95,6.2865,5.118,5.3325,5.9975,1.035,1.8695,2.4605,5.261,4.6895,3.6185,5.697,5.9485,3.9485,-1.779,2.215,4.7555,1.739,3.2595,5.248,5.9195,3.954,6.017,3.292,5.721,6.8705,5.854,7.835,2.622,7.688,4.1095,6.978,3.265,3.9015,5.2595,4.6335,6.7775,4.056,6.324,1.207,7.0925,2.1815,7.4675,3.763,7.7235,7.512,-3.2545,3.9,3.31,4.6765,4.878,6.3355,7.74,5.4865,4.6215,5.4505,5.804,4.387
"TEHEMA1",40.372282,-121.648837,-13.7675,-11.4525,-10.1765,-9.8475,-12.68,-10.815,-9.5905,-10.672,-12.091,-8.787,-10.5515,-11.8705,-7.876,-8.1425,-7.7245,-6.049,-11.432,-13.4915,-10.9965,-11.8505,-12.2085,-13.2205,-8.351,-10.6795,-8.012,-7.0435,-10.5245,-8.4855,-7.4935,-7.9125,-8.2665,-15.177,-14.1755,-11.478,-9.0585,-10.376,-7.1645,-8.177,-7.775,-8.842,-10.735,-5.3335,-9.7325,-12.8765,-11.9025,-12.1035,-7.7885,-4.6325,-7.6775,-11.1655,-6.066,-8.632,-6.97,-8.8015,-10.682,-17.42,-6.1055,-6.4135,-11.274,-14.3135,-10.2975,-12.868,-11.576,-8.8495,-12.368,-6.885,-10.4145,-10.6515,-10.31,-7.321,-11.8,-8.051,-7.3405,-8.458,-6.674,-17.088,-7.157,-7.651,-7.467,-5.54,-8.5245,-7.18,-8.578,-5.602,-9.208,-7.8035,-7.7495,-7.634,-7.5755,-5.4855,-9.518,-8.166,-10.4535,-4.085,-8.7945,-7.5635,-6.499,-12.2535,-9.487,-8.068,-9.322,-5.992,-7.0735,-2.3005,-5.1945,-5.0665,-14.385,-9.884,-7.4925,-8.5315,-7.4345,-6.0915,-5.973,-5.309,-7.388,-9.746,-7.63,-6.5745,-7.1655,-5.01,-8.327,-4.871,-6.0725,-4.042,-7.444,-5.3205,-6.096,-7.7035,-5.7605,-7.177,-6.1865,-9.572,-3.887,-10.769,-3.9045,-9.733,-5.3055,-3.809,-14.802,-3.5325,-9.456,-6.8075,-6.6135,-4.6875,-3.6755,-3.1725,-6.6795,-5.368,-4.056,-7.5875
"TEHEMA2",40.146833,-122.807917,-7.7,-5.835,-5.0675,-5.1295,-6.6535,-4.156,-6.585,-7.218,-6.3695,-4.976,-7.379,-4.859,-2.5195,-2.8715,-3.703,-3.2975,-6.4825,-6.146,-8.56,-4.652,-5.995,-6.0545,-5.46,-3.844,-1.272,-2.1845,-4.653,-3.214,-3.3965,-4.624,-3.6165,-11.8155,-7.1475,-7.175,-2.578,-3.7045,-1.6765,-2.952,-4.2195,-4.2555,-4.824,-2.007,-4.5135,-5.71,-6.2135,-5.0485,-3.336,-0.741,-2.4675,-5.008,-2.6235,-3.7275,-2.4575,-2.84,-3.8855,-10.6865,-2.094,-3.6885,-4.5945,-6.52,-5.1545,-5.7285,-2.801,-2.137,-7.3015,-1.8855,-5.1405,-4.339,-3.503,-2.256,-3.849,-2.595,-1.2685,-2.014,-3.3605,-13.9765,-4.0035,-2.9455,-5.0595,-0.549,-1.8685,-4.375,-2.577,-0.463,-3.888,-2.8355,-3.0615,-4.1795,-1.5245,-1.843,-3.081,-2.0365,-4.59,0.894,-2.429,-2.0885,-0.4585,-4.6685,-3.745,-3.269,-2.4825,-1.412,-2.524,0.54,-0.3145,-2.459,-9.3955,-4.166,-1.315,-4.814,-3.0385,-1.7085,-0.526,-1.0845,-2.8115,-2.8415,-1.2035,-0.582,-2.381,0.9025,-1.9695,-0.3635,-1.0595,-0.191,-3.2125,-1.9685,-0.3345,-2.779,-0.43,-2.151,-0.285,-4.926,-1.401,-5.632,0.4545,-3.311,-0.4705,-0.337,-10.6735,0.9315,-5.172,-2.429,-2.6015,-1.215,0.1905,1.147,-1.061,-1.6155,0.3655,-1.747
"TEHEMA3",39.846946,-122.746724,-7.6725,-6.3695,-5.303,-5.827,-7.5515,-4.437,-7.5055,-6.153,-5.942,-5.265,-6.502,-4.925,-2.4005,-2.8105,-3.9505,-3.8015,-7.0945,-6.767,-9.5485,-4.3635,-6.6555,-6.1375,-5.2985,-4.6035,-1.4315,-2.12,-4.5925,-3.279,-4.1485,-4.8145,-4.1485,-10.9945,-8.11,-7.9475,-1.9795,-3.595,-2.2045,-4.183,-4.286,-4.672,-4.871,-1.8765,-4.418,-6.682,-6.5685,-4.8425,-3.1145,-1.2175,-3.355,-3.5635,-3.701,-3.4095,-3.4225,-2.677,-3.705,-11.9405,-2.7465,-4.6105,-4.533,-7.0985,-5.1615,-5.3855,-4.5125,-2.6495,-7.5055,-3.78,-4.851,-3.7955,-4.207,-3.1015,-5.0265,-2.318,-2.4785,-2.566,-2.529,-13.788,-3.6155,-3.0225,-4.21,-1.056,-2.8235,-5.0185,-2.9645,-0.5635,-4.146,-4.8605,-3.4085,-5.7085,-2.5715,-0.8725,-3.588,-1.9225,-4.8005,-0.301,-2.4835,-2.2665,-0.553,-4.978,-4.614,-3.988,-2.3645,-0.971,-2.451,-0.0299999999999998,-0.0640000000000001,-1.868,-10.7555,-4.138,-1.382,-5.5165,-3.3595,-2.1435,-1.114,-1.5385,-2.064,-3.4845,-2.3515,-0.784,-1.486,1.1015,-1.506,-0.2735,-1.6885,0.0489999999999999,-2.1605,-1.084,-1.2495,-3.211,-0.5615,-1.53,-0.6305,-5.6965,-0.571,-5.7485,-0.0215000000000001,-2.4815,-1.4695,-1.2765,-9.8645,1.014,-5.2165,-3.057,-2.726,-0.964,0.7425,1.235,-0.9615,-1.3635,-0.00249999999999995,-2.245
"TEHEMA4",39.991261,-121.74127,-7.6725,-6.3695,-5.303,-5.827,-7.5515,-4.437,-7.5055,-6.153,-5.942,-5.265,-6.502,-4.925,-2.4005,-2.8105,-3.9505,-3.8015,-7.0945,-6.767,-9.5485,-4.3635,-6.6555,-6.1375,-5.2985,-4.6035,-1.4315,-2.12,-4.5925,-3.279,-4.1485,-4.8145,-4.1485,-10.9945,-8.11,-7.9475,-1.9795,-3.595,-2.2045,-4.183,-4.286,-4.672,-4.871,-1.8765,-4.418,-6.682,-6.5685,-4.8425,-3.1145,-1.2175,-3.355,-3.5635,-3.701,-3.4095,-3.4225,-2.677,-3.705,-11.9405,-2.7465,-4.6105,-4.533,-7.0985,-5.1615,-5.3855,-4.5125,-2.6495,-7.5055,-3.78,-4.851,-3.7955,-4.207,-3.1015,-5.0265,-2.318,-2.4785,-2.566,-2.529,-13.788,-3.6155,-3.0225,-4.21,-1.056,-2.8235,-5.0185,-2.9645,-0.5635,-4.146,-4.8605,-3.4085,-5.7085,-2.5715,-0.8725,-3.588,-1.9225,-4.8005,-0.301,-2.4835,-2.2665,-0.553,-4.978,-4.614,-3.988,-2.3645,-0.971,-2.451,-0.0299999999999998,-0.0640000000000001,-1.868,-10.7555,-4.138,-1.382,-5.5165,-3.3595,-2.1435,-1.114,-1.5385,-2.064,-3.4845,-2.3515,-0.784,-1.486,1.1015,-1.506,-0.2735,-1.6885,0.0489999999999999,-2.1605,-1.084,-1.2495,-3.211,-0.5615,-1.53,-0.6305,-5.6965,-0.571,-5.7485,-0.0215000000000001,-2.4815,-1.4695,-1.2765,-9.8645,1.014,-5.2165,-3.057,-2.726,-0.964,0.7425,1.235,-0.9615,-1.3635,-0.00249999999999995,-2.245
