"","Year","Month","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"1",1950,1,6.86433870967742,7.0523064516129,8.56414516129032,9.1993064516129,7.50456451612903,10.8422580645161,5.9036935483871,7.79683870967742,5.39927419354839,7.87777419354839,7.70045
"2",1950,2,7.654875,9.06960714285714,8.14207142857143,11.2240892857143,7.76851785714286,10.6408571428571,9.127625,6.47408928571429,10.2834285714286,9.93966071428572,9.03248214285714
"3",1950,3,10.3209032258065,10.7460967741935,11.443064516129,11.9906290322581,10.5020322580645,8.99509677419355,12.8238064516129,8.25953225806451,10.7301451612903,10.3154032258065,10.6126709677419
"4",1950,4,17.3929,13.5538833333333,13.4537,17.55145,14.29565,11.83605,19.2369,12.3759833333333,12.6726,12.75715,14.5126266666667
"5",1950,5,15.2170322580645,18.0670483870968,19.9350161290323,15.9283548387097,17.1984838709677,15.8819838709677,22.7060967741936,20.1460161290323,18.028,19.0122903225806,18.2120322580645
"6",1950,6,20.4762833333333,20.0516833333333,18.5535833333333,20.5487666666667,18.6690666666667,21.1070333333333,26.2259833333333,22.3572333333333,22.3965166666667,21.0821333333333,21.1468283333333
"7",1950,7,24.6106290322581,22.7175967741935,23.8697741935484,24.9560483870968,26.3531290322581,23.9809838709677,27.5995,26.9295967741935,24.5829838709677,26.0025161290323,25.1602758064516
"8",1950,8,24.6487096774194,25.4743870967742,25.095935483871,22.5941290322581,24.4715483870968,25.6208709677419,27.7464516129032,23.2953870967742,23.8431612903226,24.367064516129,24.715764516129
"9",1950,9,20.8127,20.0576333333333,21.1528166666667,22.0240333333333,21.9354833333333,20.898,24.3175166666667,22.4585333333333,18.6812666666667,20.3578833333333,21.2695866666667
"10",1950,10,18.4525322580645,17.7301935483871,16.1153387096774,15.1367419354839,17.2974032258064,19.0258548387097,16.0504516129032,18.8785322580645,16.9818709677419,17.6837580645161,17.3352677419355
"11",1950,11,11.6732666666667,8.89555,11.0907833333333,10.32555,10.2486,11.1306666666667,11.8430166666667,10.75605,11.4671166666667,8.619,10.60496
"12",1950,12,8.09466129032258,8.13595161290323,6.75712903225806,9.03298387096774,8.9681935483871,7.72612903225806,7.46369354838709,4.52635483870968,5.67766129032258,5.90988709677419,7.22926451612903
"13",1951,1,8.08256451612903,9.04554838709677,6.75427419354838,6.97074193548387,8.25988709677419,6.31779032258064,8.1113064516129,6.03787096774194,4.81466129032258,9.38312903225806,7.37777741935484
"14",1951,2,8.76655357142857,9.59994642857143,6.86064285714286,10.8755535714286,9.05230357142857,7.10060714285714,11.0969107142857,8.46142857142857,9.23498214285715,9.12439285714286,9.01733214285714
"15",1951,3,10.2607741935484,10.2166612903226,10.5240483870968,10.3154677419355,10.7798870967742,9.98266129032258,12.4267741935484,11.2217903225806,10.9507096774194,15.1980161290323,11.1876790322581
"16",1951,4,11.4934833333333,9.63603333333333,10.6556833333333,12.2337166666667,15.4470166666667,11.67325,17.8759166666667,17.3035,14.5887666666667,15.4153166666667,13.6322683333333
"17",1951,5,14.8342258064516,16.8748870967742,16.7807903225806,15.4673225806452,15.7775806451613,15.5949032258065,21.9827096774194,17.9870967741935,19.1524032258065,18.9507580645161,17.3402677419355
"18",1951,6,21.4666666666667,21.1974333333333,18.7503666666667,22.3917333333333,20.0410833333333,22.3439333333333,21.9769666666667,19.2297,21.71625,21.054,21.0168133333333
"19",1951,7,22.4037741935484,24.0155483870968,24.8095,24.4215806451613,24.3796451612903,24.6249677419355,25.1000483870968,25.3215322580645,25.0880161290323,26.5304032258065,24.6695016129032
"20",1951,8,24.943935483871,25.4553387096774,23.6720806451613,23.5069516129032,22.9871451612903,23.116435483871,23.093564516129,26.726564516129,24.6585,24.8996935483871,24.3060209677419
"21",1951,9,21.8367166666667,20.6216833333333,21.3073,20.3221833333333,19.6910666666667,23.0979833333333,21.1637666666667,20.4747333333333,19.7587333333333,19.0529833333333,20.732715
"22",1951,10,17.7236290322581,17.0437096774194,18.3975806451613,11.3363064516129,14.7103709677419,18.1645322580645,20.0711451612903,16.0215161290323,17.0413387096774,17.4119516129032,16.7922080645161
"23",1951,11,10.3668,8.79853333333333,10.6873,11.13675,10.3009666666667,10.7524666666667,11.09655,9.01173333333333,11.7446,9.26861666666667,10.3164316666667
"24",1951,12,7.05866129032258,5.51598387096774,8.24670967741935,7.63304838709678,4.11656451612903,6.38287096774193,8.21962903225806,10.6282741935484,9.8458064516129,8.78627419354839,7.64338225806452
"25",1952,1,6.14716129032258,5.97943548387097,10.71,7.27370967741935,7.00829032258064,10.4252096774194,7.58246774193548,5.78058064516129,7.15809677419355,8.10088709677419,7.61658387096774
"26",1952,2,5.91262068965517,8.35356896551724,7.08953448275862,7.34477586206896,9.03889655172414,11.8824655172414,10.7606206896552,7.98855172413793,10.5321896551724,9.683,8.8586224137931
"27",1952,3,11.0034516129032,9.96504838709678,12.0532419354839,10.1494193548387,7.42309677419355,11.0685,13.7730483870968,10.9886774193548,11.1567096774194,10.2412741935484,10.7822467741935
"28",1952,4,13.5451166666667,13.62215,14.2547833333333,15.3308166666667,13.4609333333333,12.1374666666667,17.3482833333333,12.5586666666667,11.8446166666667,13.3639333333333,13.7466766666667
"29",1952,5,17.6365967741935,17.17,17.0313548387097,16.1870967741936,18.7530322580645,18.2732096774193,19.8558225806452,16.1809838709677,14.3506774193548,18.2518548387097,17.3690629032258
