"","Year","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"1",1950,1.324,0.9395,2.0795,3.072,-3.592,5.0495,0.955,-0.7265,-1.0825,0.0675000000000003,5.57865
"2",1951,-1.226,-0.1715,2.415,2.424,0.2315,1.625,2.771,1.655,-1.7415,1.79,5.61655
"3",1952,1.303,1.9335,3.351,1.9445,1.0625,1.5375,0.0455000000000001,2.377,1.7785,2.9615,5.66125
"4",1953,-0.5345,3.092,-1.928,-0.5685,2.103,2.024,3.244,3.6565,3.5795,0.698,4.63685
"5",1954,3.5945,3.2935,2.238,3.8515,0.711,1.45,-2.4005,1.5135,3.8455,-1.5765,6.02755
"6",1955,-2.381,1.7095,0.0894999999999999,2.649,3.68,5.2005,1.6055,1.0755,2.3705,-0.0375000000000001,4.8873
"7",1956,-0.406,3.2575,1.6875,2.92,0.9025,1.372,0.284,-0.789,2.0865,2.91,4.74525
"8",1957,1.6635,3.397,-0.584,-0.3595,0.3565,4.4105,0.8095,0.573,3.3815,1.1135,5.47825
"9",1958,0.2905,3.447,2.255,2.037,1.331,0.602,-0.489,4.232,2.5195,3.1775,5.7414
"10",1959,1.1275,2,0.9935,-1.44,5.039,1.786,1.2315,2.3145,1.1535,3.219,6.45335
"11",1960,0.475,2.222,2.286,0.2285,1.6265,-1.3065,2.6135,2.722,-0.135,2.874,5.2875
"12",1961,1.9825,3.3845,1.5755,-3.0435,1.1615,1.1515,4.087,0.745,-0.35,-1.3805,5.277
"13",1962,0.4735,3.2515,2.7735,0.194,2.8295,3.9835,1.512,0.436,0.2,1.736,5.3252
"14",1963,-2.73,2.795,0.3735,2.6245,3.103,-0.4475,-2.634,1.0935,2.468,4.6275,4.5363
"15",1964,0.315,2.0745,2.872,3.241,2.882,1.6655,1.589,-0.204,3.314,2.2045,5.917
"16",1965,0.798,-2.9945,2.957,-2.1235,0.7545,1.392,3.4265,-0.00749999999999984,2.2255,3.2025,5.60895
"17",1966,0.9905,-1.4705,0.4965,-2.72,0.641,1.3845,1.1235,-0.6935,2.717,0.5835,4.56045
"18",1967,-1.1925,0.847,1.7965,1.949,-1.6855,-0.8895,-0.0509999999999997,0.7875,-2.0875,1.594,4.477
"19",1968,-2.472,1.877,0.361,-0.6665,-1.319,3.0535,2.026,-0.2185,-0.3305,1.27,4.23445
"20",1969,-1.5975,5.107,2.506,-1.07,0.5055,1.1735,2.984,2.641,2.6855,2.1375,5.77875
