"","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"29463",6.163,10.261,9.802,6.719,16.866,9.326,9.861,7.921,10.012,12.309,6.163
"29464",9.643,12.403,10.986,6.705,16.828,10.188,11.309,8.912,15.547,8.986,6.705
"29465",9.311,13.051,12.756,7.474,17.633,8.865,9.828,8.173,13.238,8.547,7.474
"29466",7.957,9.321,10.966,9.339,15.104,9.298,6.603,9.457,9.907,11.214,6.603
"29467",7.733,8.118,11.006,9.842,14.916,9.11,9.959,9.699,10.04,12.204,7.733
"29468",10,8.567,11.041,10.474,12.766,10.575,12.071,8.766,9.184,10.632,8.567
"29469",9.504,8.961,8.014,10.011,10.349,11.731,12.519,10.254,6.522,11.46,6.522
"29470",9.49,8.222,9.731,9.631,9.786,13.158,10.36,9.629,7.639,10.783,7.639
"29471",11.467,8.779,9.885,7.485,10.749,9.964,11.821,4.276,10.176,10.586,4.276
"29472",11.522,10.01,7.265,7.962,11.08,9.167,9.564,11.101,9.123,9.392,7.265
"29473",8.216,9.635,8.203,3.771,11.099,6.662,10.026,10.836,7.055,9.164,3.771
"29474",10.063,8.412,9.127,9.442,13.384,5.383,15.18,11.541,8.514,10.902,5.383
"29475",9.946,10.366,8.504,10.832,10.979,7.178,17.216,13.906,11.883,8.266,7.178
"29476",10.896,9.94,10.319,10.269,11.859,8.716,16.947,8.165,9.051,9.171,8.165
"29477",8.268,11.971,9.198,8.023,13.834,6.83,17.216,7.17,6.874,10.292,6.83
"29478",6.852,11.799,8.821,7.746,11.563,7.674,16.475,7.491,9.541,13.24,6.852
"29479",5.266,13.238,5.315,4.837,11.841,8.405,16.124,7.88,4.424,12.344,4.424
"29480",8.351,10.294,7.613,3.509,8.878,8.422,16.862,11.058,1.849,11.784,1.849
"29481",10.987,9.07,8.805,3.284,13.088,9.817,15.573,9.277,7.756,11.813,3.284
"29482",10.219,8.549,8.393,2.188,15.08,8.753,13.358,8.517,9.167,11.986,2.188
"29483",7.274,9.321,8.999,4.736,17.079,9.549,12.426,11.53,4.634,11.695,4.634
"29484",4.767,8.798,8.859,2.078,13.99,8.104,12.459,12.299,4.613,6.586,2.078
"29485",5.085,7.856,8.189,1.132,11.871,7.98,12.71,9.644,3.403,7.181,1.132
"29486",6.114,8.5,7.137,3.306,6.946,10.493,10.798,11.37,7.135,8.705,3.306
"29487",8.655,7.188,8.88,6.469,7.995,10.182,6.794,9.945,7.239,8.285,6.469
"29488",8.288,7.867,6.798,6.694,6.829,11.461,6.705,10.378,7.37,10.198,6.694
"29489",6.896,8.773,7.306,4.719,6.925,9.93,8.689,13.349,6.728,11.496,4.719
"29490",4.452,9.43,9.118,5.661,5.559,5.976,10.412,11.178,9.095,11.227,4.452
"29491",4.698,8.042,5.569,9.803,7.248,6.469,9,11.712,10.726,9.169,4.698
"29492",11.085,11.586,3.346,6.948,7.318,8.647,6.642,8.645,6.504,9.643,3.346
"29493",10.101,11.897,3.441,7.638,6.703,7.045,11.122,10.039,5.279,8.731,3.441
"29494",10.076,13.287,7.657,6.043,4.639,3.285,9.272,8.511,8.076,7.805,3.285
"29495",8.885,10.171,7.959,11.406,8.963,5.665,10.622,9.933,12.269,5.485,5.485
"29496",11.398,8.203,4.855,7.879,4.029,5.927,11.692,9.437,11.135,6.775,4.029
"29497",6.976,10.823,10.057,5.204,6.61,7.398,15.273,11.54,11.579,7.54,5.204
"29498",9.093,10.206,13.921,4.321,2.847,6.014,15.723,12.635,8.813,8.364,2.847
"29499",8.466,9.52,14.3,3.142,8.434,5.187,19.69,8.337,9.287,5.292,3.142
"29500",8.15,9.662,11.506,4.556,7.739,3.505,18.7,5.973,8.829,5.574,3.505
"29501",9.251,10.206,11.394,6.309,7.957,4.055,15.939,4.955,10.259,5.822,4.055
"29502",9.186,9.602,12.054,9.72,7.985,3.231,11.711,8.617,5.377,6.081,3.231
"29503",5.905,8.825,13.333,8.753,5.691,7.343,9.334,9.523,4.377,5.49,4.377
"29504",6.049,11.814,11.353,8.086,2.542,1.027,9.653,3.942,4.423,5.708,1.027
"29505",5.969,18.482,9.1,5.315,5.462,7.204,11.596,4.826,7.604,6.197,4.826
"29506",7.495,18.269,10.824,6.389,4.208,7.182,12.839,5.759,9.207,5.06,4.208
"29507",5.225,16.875,8.496,9.105,6.456,5.048,12.844,4.671,11.827,5.491,4.671
"29508",3.952,11.611,5.664,11.544,-1.947,6.371,9.705,6.234,7.129,6.903,-1.947
"29509",4.487,12.746,6.318,8.598,0.359,6.488,7.417,5.439,6.681,8.099,0.359
"29510",2.935,8.81,8.126,1.453,4.864,2.936,4.915,7.2,8.377,7.349,1.453
"29511",0.578,9.099,10.279,3.646,8.648,1.869,7.261,4.342,8.262,4.533,0.578
"29512",1.495,13.517,9.019,7.77,8.742,4.415,6.509,3.646,3.585,6.126,1.495
"29513",7.331,16.434,10.353,3.61,1.644,5.36,9.001,4.581,5.156,5.573,1.644
"29514",7.389,14.247,11.638,1.901,3.569,1.462,12.802,6.165,5.221,4.152,1.462
"29515",4.575,15.195,9.853,6.958,3.852,3.189,9.908,6.232,4.224,6.141,3.189
"29516",7.155,16.663,6.609,6.608,6.278,5.886,10.862,7.443,2.691,6.199,2.691
"29517",5.736,12.396,5.682,3.632,3.429,11.104,9.507,7.492,4.518,8.961,3.429
"29518",9.037,9.307,4.457,6.691,6.409,10.82,6.241,5.797,9.384,4.385,4.385
"29519",5.487,5.684,3.84,7.814,6.496,3.746,3.176,5.209,4.824,5.246,3.176
"29520",2.601,7.922,3.839,9.499,4.339,-1.366,5.905,6.507,4.449,4.168,-1.366
"29521",1.115,6.437,4.656,12.493,1.279,-0.718,4.466,8.522,7.998,3.459,-0.718
"29522",5.539,7.962,4.902,12.046,1.706,1.21,5.471,5.129,13.3,3.488,1.21
"29523",2.418,10.769,5.405,10.966,2.982,2.577,5.455,9.673,6.222,3.299,2.418
"29524",1.252,6.474,10.419,2.882,2.358,2.529,9.318,5.718,4.103,4.656,1.252
"29525",5.269,6.025,11.863,6.259,1.981,2.86,11.007,8.814,8.44,5.934,1.981
"29526",2.973,7.063,7.842,5.347,3.149,2.103,8.959,6.944,7.737,4.83,2.103
"29527",12.081,10.438,5.468,4.293,3.771,4.033,6.377,7.125,7.94,4.691,3.771
"29528",9.765,8.028,2.035,3.352,2.359,11.773,6.955,5.797,5.581,5.269,2.035
"29529",13.931,4.922,3.028,1.498,-2.637,1.089,8.45,4.843,5.434,5.24,-2.637
"29530",8.329,6.139,3.081,3.334,-3.037,3.579,9.305,7.426,8.065,5.642,-3.037
"29531",5.754,7.886,3.005,11.498,2.857,3.981,7.084,10.011,6.779,4.411,2.857
"29532",4.784,8.859,6.602,5.108,5.023,5.385,7.709,1.111,7.349,2.72,1.111
"29533",6.407,8.336,4.844,5.127,5.169,2.668,7.424,3.243,5.838,7.69,2.668
"29534",5.015,4.835,4.893,3.64,2.484,4.307,11.995,2.26,4.197,4.551,2.26
"29535",1.823,6.086,2.538,4.11,0.934,7.697,7.276,8.643,2.475,3.381,0.934
"29536",4.253,11.144,1.316,9.775,-1.141,10.49,5.509,8.121,1.15,2.655,-1.141
"29537",4.947,11,2.157,8.857,0.079,7.134,1.991,5.093,3.59,1.06,0.079
"29538",9.166,12.08,1.081,10.466,0.428,6.479,3.995,3.025,7.117,6.477,0.428
"29539",8.903,8.625,2.22,9.462,-0.682,8.853,3.419,7.545,1.681,5.927,-0.682
"29540",4.595,6.083,2.622,9.393,-1.032,6.648,3.419,8.257,1.01,2.154,-1.032
"29541",2.725,4.828,5.47,5.862,1.575,6.605,2.792,7.362,0.789,1.75,0.789
"29542",6.463,10.228,6.477,5.379,0.875,3.311,1.508,8.65,0.786,4.881,0.786
"29543",7.988,6.092,2.489,2.756,-0.3,1.417,-0.598,2.886,3.918,2.285,-0.598
"29544",5.524,8.275,3.454,6.136,-0.697,-1.096,-0.217,6.585,4.619,0.054,-1.096
"29545",7.549,8.348,2.786,5.786,-0.197,1.895,4.577,10.049,-1.634,-0.845,-1.634
"29546",6.9,4.859,1.961,3.034,4.212,2.423,6.208,11.146,-2.644,3.036,-2.644
"29547",6.274,6.972,1.51,4.72,6.429,3.616,8.065,10.541,-2.998,3.787,-2.998
"29548",9.869,5.094,3.578,7.054,5.609,2.711,10.108,7.793,-4.394,4.28,-4.394
"29549",10.533,4.161,3.791,7.072,6.089,0.007,7.932,6.627,-1.55,7.269,-1.55
"29550",7.266,5.246,5.821,3.298,10.866,0.911,7.664,6.518,-0.912,5.918,-0.912
"29551",2.382,3.161,5.008,8.254,10.861,1.596,10.306,6.96,2.404,3.621,1.596
"29552",8.428,3.431,2.003,8.372,10.292,7.662,9.906,2.133,6.125,4.114,2.003
"29553",2.285,1.573,2.292,1.815,6.354,0.181,14.008,4.546,9.951,-0.54,-0.54
"29554",0.728,2.526,1.145,1.608,4.181,-1.845,13.153,3.131,10.864,2.427,-1.845
"29555",-0.408,3.68,6.211,2.606,4.142,-1.983,10.074,2.316,9.758,0.567,-1.983
"29556",3.995,7.801,1.352,2.006,2.852,-0.83,9.777,-0.769,7.471,4.792,-0.83
"29557",5.105,6.141,4.688,5.616,1.132,9.401,12.539,1.103,8.217,0.786,0.786
"29558",7.529,1.341,1.123,8.563,4.348,6.886,12.194,-1.587,9.054,3.097,-1.587
"29559",5.766,-2.688,2.048,5.567,4.698,6.919,9.843,0.751,2.85,3.379,-2.688
"29560",7.073,-0.951,4.809,5.241,6.314,10.246,3.369,3.967,-3.07,2.284,-3.07
"29561",9.68,-1.398,5.651,5.843,10.712,9.337,5.619,1.523,0.545,-1.143,-1.398
"29562",6.164,-1.109,7.25,5.243,4.705,8.937,3.261,-0.196,0.466,-1.375,-1.375
"29563",6.206,-0.769,6.947,4.876,-3.722,4.296,2.906,2.613,2.445,-3.809,-3.809
"29564",0.581,0.104,8.495,5.588,-5.879,1.101,0.61,5.371,3.977,-1.144,-5.879
"29565",0.949,-0.555,7.742,4.937,-1.075,1.653,-2.185,7.835,3.254,0.298,-2.185
"29566",4.508,4.685,3.919,2.668,8.133,-2.52,-5.901,3.148,-0.966,-0.137,-5.901
"29567",3.432,6.197,8.904,1.534,10.235,-6.385,-5.821,-6.014,-3.33,-0.012,-6.385
"29568",0.879,8.239,6.695,4.456,11.042,-4.58,-4.146,-4.624,-5.147,-0.587,-5.147
"29569",-1.766,6.417,9.683,1.799,7.627,1.252,-3.977,-2.988,2.566,0.379,-3.977
"29570",-1.342,7.217,8.288,2.642,6.213,-2.535,-5.481,-3.301,0.508,0.909,-5.481
"29571",1.923,6.62,9.282,2.014,8.528,-3.53,-5.429,-0.74,2.12,1.794,-5.429
"29572",3.54,-0.024,11.259,0.264,3.244,2.224,-1.438,-1.584,7.838,2.663,-1.584
"29573",-1.014,-1.978,12.041,1.012,3.804,2.986,-1.019,0.627,5.274,0.254,-1.978
"29574",0.925,1.414,11.897,0.019,9.986,2.319,-2.992,3.961,-0.481,1.27,-2.992
"29575",-5.369,4.588,7.411,-0.38,0.345,2.579,3.011,4.374,4.24,2.324,-5.369
"29576",-4.481,7.471,8.817,-3.39,-2.463,-0.666,2.579,-1.376,-1.88,7.15,-4.481
"29577",-2.219,1.723,8.627,-1.113,3.561,-4.988,1.886,0.051,1.867,10.547,-4.988
"29578",5.334,1.304,8.668,0.54,0.858,-0.441,1.502,4.007,3.25,10.863,-0.441
"29579",6.099,2.187,9.579,2.694,-0.184,2.509,2.165,2.314,2.472,8.322,-0.184
"29580",0.676,2.163,10.285,5.84,2.986,3.979,4.497,1.297,2.333,1.405,0.676
"29581",6.469,10.209,5.368,6.484,4.926,-3.568,5.27,2.124,-1.371,1.763,-3.568
"29582",8.581,9.844,4.387,1.541,1.353,-5.372,6.741,2.193,1.009,6.433,-5.372
"29583",10.104,0.24,0.358,-0.556,-1.584,-7.668,-3.718,2.592,0.082,7.527,-7.668
"29584",6.031,2.89,4.339,-3.918,4.313,-9.596,-5.104,2.221,-1.54,6.263,-9.596
"29585",4.301,5.616,6.633,-1.043,6.19,-7.898,-4.924,3.647,-0.566,5.529,-7.898
"29586",7.957,6.439,5.187,-0.572,3.987,-5.55,-4.399,2.126,2.865,4.7,-5.55
"29587",8.958,3.909,6.422,3.047,-0.611,-5.057,-2.191,6.408,3.148,5.449,-5.057
"29588",5.368,4.369,8.881,5.831,1.948,-0.306,-0.119,5.026,5.334,6.965,-0.306
"29589",4.088,8.127,7.955,7.674,3.699,3.949,8.932,2.267,0.283,4.937,0.283
"29590",-2.973,5.913,7.812,5.401,6.133,4.974,3.564,0.452,-4.253,4.976,-4.253
"29591",-1.481,5.206,6.279,-1.308,8.483,7.951,3.637,2.487,3.6,4.025,-1.481
"29592",4.234,1.316,3.317,1.832,9.374,7.444,1.887,4.332,-0.439,0.825,-0.439
"29593",4.82,3.254,2.296,1.349,3.005,5.997,-0.161,5.528,1.423,1.22,-0.161
"29594",-0.488,1.03,5.343,3.557,2.621,5.736,-1.985,7.164,2.573,1.03,-1.985
"29595",0.736,0.228,3.233,2.515,3.108,7.228,-2.685,4.713,2.158,4.084,-2.685
"29596",1.819,4.19,-0.949,3.869,0.029,9.154,-3.267,1.444,-3.011,5.87,-3.267
"29597",2.558,5.501,0.445,5.292,2.156,6.041,-2.474,3.393,-3.339,8.067,-3.339
"29598",-0.096,2.715,-1.113,5.328,-0.772,0.719,-2.349,3.604,-1.744,4.062,-2.349
"29599",0.925,3.406,0.3,3.896,4.819,2.419,-1.689,0.926,-0.423,7.856,-1.689
"29600",2.928,6.021,2.583,2.627,7.721,4.388,-3.02,1.82,0.082,3.132,-3.02
"29601",3.603,-0.148,3.522,1.325,9.193,8.58,-5.247,1.828,0.197,1.7,-5.247
"29602",6.793,-1.079,6.979,3.445,8.727,7.704,-0.089,4.88,0.065,-1.634,-1.634
"29603",10.925,-1.626,5.737,4.009,10.492,3.723,1.177,4.765,3.927,-2.301,-2.301
"29604",9.414,1.122,1.157,2.533,10.375,1.536,1.201,6.482,2.325,-0.981,-0.981
"29605",10.272,0.748,-3.452,0.042,11.907,2.472,-2.257,5.554,1.314,-0.484,-3.452
"29606",10.965,1.912,-1.215,-3.485,9.454,6.72,-4.905,6.621,0.052,-0.772,-4.905
"29607",9.555,-0.092,0.233,-0.581,10.319,8.852,3.77,0.237,0.395,-3.241,-3.241
"29608",7.931,5.269,9.771,0.805,6.412,7.599,6.061,-0.426,1.595,-2.423,-2.423
"29609",10.015,4.338,3.15,1.046,11.905,5.131,-1.358,2.594,7.005,-2.473,-2.473
"29610",11.728,6.621,2.693,1.897,6.177,2.141,-2.935,0.424,9.545,6.646,-2.935
"29611",10.839,6.337,-1.171,3.561,7.127,-5.085,6.187,0.469,10.653,2.237,-5.085
"29612",8.376,0.936,-1.06,1.901,2.748,-2.831,4.213,0.006,6.006,4.306,-2.831
"29613",9.211,2.397,-0.429,1.211,3.662,-0.774,5.309,4.281,6.116,3.295,-0.774
"29614",3.363,2.214,0.061,3.803,11.641,5.459,0.743,4.754,5.344,-1.568,-1.568
"29615",4.028,4.755,6.842,3.809,9.396,4.405,2.597,0.247,0,1.766,0
"29616",6.001,6.096,2.932,6.001,8.336,1.463,4.241,-2.739,5.613,1.788,-2.739
"29617",-1.761,8.21,6.808,7.201,9.411,5.775,4.872,-0.302,2.523,2.729,-1.761
"29618",-3.125,8.95,5.071,8.413,5.32,4.039,-0.675,0.743,-0.127,3.067,-3.125
"29619",-3.733,2.328,3.809,7.058,8.518,7.601,-7.478,-0.939,-0.133,2.452,-7.478
"29620",-2.399,7.84,10.282,6.047,5.377,3.104,-6.414,3.727,-2.163,1.162,-6.414
"29621",-3.799,8.898,10.018,2.006,3.364,-1.054,9.09,4.889,1.776,0.765,-3.799
"29622",-5.939,7.292,9.152,7.194,4.548,0.403,8.947,-1.133,-2.587,0.659,-5.939
"29623",-0.966,3.983,10.184,9.669,1.225,0.869,8.333,2.573,-3.924,-0.01,-3.924
"29624",6.219,3.03,7.605,11.288,0.574,-1.216,6.991,6.415,-0.616,5.821,-1.216
"29625",5.679,3.841,5.211,11.004,1.307,-3.775,6.422,8.406,2.892,2.659,-3.775
"29626",5.196,-0.326,10.469,6.789,2.664,0.184,10.407,4.724,5.177,5.405,-0.326
"29627",-4.667,4.707,7.526,3.559,4.202,-1.648,6.353,2.658,-1.017,8.977,-4.667
"29628",-4.128,10.787,6.427,1.638,8.981,-0.145,3.122,2.533,-1.509,7.051,-4.128
"29629",-4.223,8.246,3.786,3.574,5.673,1.367,7.58,4.937,-3.675,4.009,-4.223
"29630",-2.659,8.164,7.564,1.69,6.487,1.599,7.695,4.198,3.276,-2.601,-2.659
"29631",-4.701,8.16,7.176,-2.302,3.024,-0.048,8.742,5.283,2.485,0.923,-4.701
"29632",-2.513,7.74,7.527,-4.849,1.161,-0.438,5.28,9.189,-2.868,4.35,-4.849
"29633",1.011,8.248,3.662,-4.799,1.328,-0.004,2.281,9.88,2.36,8.043,-4.799
"29634",1.117,11.109,4.363,-2.951,2.795,-0.32,2.766,7.028,-1.89,4.137,-2.951
"29635",2.895,3.925,8.627,-2.638,6.798,-0.996,8.01,8.953,-0.477,2.832,-2.638
"29636",3.427,6.167,5.727,1.037,6.535,-0.969,5.196,8.787,1.312,3.361,-0.969
"29637",1.9,8.584,1.57,0,6.333,-0.644,5.268,4.838,3.206,3.881,-0.644
"29638",1.772,9.685,0.357,-2.043,4.057,0.451,0.364,-1.515,0.912,3.732,-2.043
"29639",4.006,7.672,3.383,3.051,4.731,5.35,1.945,-0.481,5.363,8.637,-0.481
"29640",2.316,3.655,6.228,7.386,5.463,1.479,3.362,-1.455,6.299,7.939,-1.455
"29641",-0.494,6.738,6.018,6.319,6.097,-3.568,6.312,-1.263,2.106,5.687,-3.568
"29642",2.796,5.651,7.887,0.228,7.942,-3.667,2.375,-0.182,4.395,7.676,-3.667
"29643",2.22,6.391,9.152,0.151,10.146,-2.094,-2.289,2.799,3.453,8.118,-2.289
"29644",1.131,11.086,6.946,-0.373,5.846,1.785,5.032,7.805,0.868,8.885,-0.373
"29645",0.264,9.023,5.281,2.856,3.733,0.893,9.2,4.309,2.691,7.941,0.264
"29646",0.459,7.784,5.879,5.338,-0.506,0.824,4.602,6.663,4.233,8.34,-0.506
"29647",1.417,4.159,10.348,5.72,-5.489,1.441,-3.769,10.605,2.286,2.404,-5.489
"29648",0.594,1.945,5.264,1.181,-4.223,3.756,-0.039,7.906,-0.571,0.15,-4.223
"29649",5.997,1.944,4.265,0.032,-1.585,5.786,1.356,8.603,-0.444,3.919,-1.585
"29650",6.618,2.933,7.185,-1.318,-0.175,4.385,-1.595,2.866,-0.309,5.021,-1.595
"29651",7.811,5.209,6.334,1.647,0.762,2.519,1.8,2.284,0.203,-0.197,-0.197
"29652",8.46,5.584,9.911,4.416,-0.762,1.29,1.187,4.221,0.299,0.5,-0.762
"29653",0.948,8.324,7.828,9.038,-2.418,1.785,2.081,5.623,0.954,5.495,-2.418
"29654",1.129,10.203,5.265,8.68,0.056,1.709,1.911,8.779,0.717,7.15,0.056
"29655",1.744,7.15,3.459,5.447,0.193,3.907,2.015,8.364,-0.053,5.726,-0.053
"29656",3.25,7.357,4.937,0.769,-0.481,1.758,-1.365,9.061,2.796,7.504,-1.365
"29657",1.728,8.34,3.263,1.615,4.734,4.839,-2.619,0.205,-1.374,4.75,-2.619
"29658",1.839,10.848,5.972,2.443,4.736,1.299,0.175,3.062,-0.19,4.948,-0.19
"29659",1.712,10.692,3.063,3.165,4.171,3.717,-1.913,7.895,2.829,5.768,-1.913
"29660",4.084,10.814,3.571,2.78,0.362,9.565,-4.314,5.349,6.091,3.687,-4.314
"29661",7.336,11.929,6.501,-0.449,-1.487,4.493,-1.69,7.581,5.371,4.944,-1.69
"29662",2.72,8.804,2.871,-1.952,-0.577,3.833,0.993,9.64,3.987,3.116,-1.952
"29663",4.224,12.528,2.44,-2.102,-1.015,5.504,1.591,9.444,1.069,4.928,-2.102
"29664",7.138,14.6,3.953,-3.409,-3.477,0.948,-2.525,6.056,3.375,-0.853,-3.477
"29665",7.083,11.093,6.235,-4.014,-2.002,0.903,-0.047,9.28,4.597,-1.454,-4.014
"29666",10.477,8.774,5.117,-3.263,1.496,1.094,-0.032,8.591,2.68,1.453,-3.263
"29667",4.595,4.138,8.273,0.59,-1.071,1.268,-0.328,7.361,0.634,3.78,-1.071
"29668",10.767,5.017,5.613,0.249,1.073,0.893,2.313,8.126,9.299,6.244,0.249
"29669",6.846,5.631,0.745,-1.222,2.985,2.54,3.107,5.092,6.57,0.886,-1.222
"29670",4.873,6.733,-0.024,2.405,2.014,5.917,1.028,2.996,9.814,1.993,-0.024
"29671",-0.917,5.508,1.272,3.195,2.883,10.058,1.537,6.329,0.76,0.32,-0.917
"29672",1.577,5.759,3.198,3.187,5.461,3.913,3.532,6.671,-0.452,1.181,-0.452
"29673",8.279,6.32,2.598,4.769,6.732,7.084,7.851,4.076,1.146,4.171,1.146
"29674",8.829,8.802,2.618,3.551,7.748,-0.053,0.737,2.085,2.611,3.961,-0.053
"29675",8.345,8.518,2.124,5.682,12.18,1.93,2.49,-0.225,2.124,0.082,-0.225
"29676",0.134,9.58,2.181,0.096,12.371,4.007,0.116,-1.104,3.639,0.452,-1.104
"29677",3.496,7.399,3.962,-0.651,6.209,-1.511,-1.235,-1.073,2.83,5.547,-1.511
"29678",-0.204,6.298,2.76,3.557,6.632,1.499,1.23,2.574,1.684,4.278,-0.204
"29679",-1.157,2.961,-0.586,1.232,2.689,3.961,4.136,4.14,3.296,1.256,-1.157
"29680",1.152,3.465,-0.997,-0.343,-0.425,1.636,-2.156,2.889,0.491,-2.55,-2.55
"29681",0.671,4.925,3.408,0.886,1.271,6.059,-1.477,0.582,1.817,-0.265,-1.477
"29682",1.013,8.674,3.183,7.289,2.246,9.956,-2.389,2.037,5.655,-0.354,-2.389
"29683",4.148,8.242,3.31,1.387,2.221,4.505,-2.731,0.448,9.528,1.911,-2.731
"29684",3.656,9.905,1.275,3.261,4.034,0.115,3.884,3.105,8.144,3.301,0.115
"29685",3.425,8.153,1.599,2.789,1.845,-1.463,3.909,6.294,7.834,3.605,-1.463
"29686",-3.47,7.59,0.91,2.252,3.686,0.108,5.668,7.073,4.472,2.057,-3.47
"29687",-0.745,8.178,6.548,1.198,5.831,1.589,8.592,7.329,-1.332,2.758,-1.332
"29688",1.086,4.968,6.01,3.621,1.469,2.973,9.495,8.755,1.011,1.952,1.011
"29689",3.443,2.979,6.096,4.549,2.694,7.409,5.299,6.486,5.879,2.225,2.225
"29690",-0.07,6.548,7.053,7.773,4.319,3.819,3.719,5.738,3.626,2.693,-0.07
"29691",2.969,7.116,3.888,9.187,7.887,3.825,1.583,3.405,4.489,4.938,1.583
"29692",2.304,3.78,2.324,2.458,2.991,5.617,5.852,3.485,4.968,1.565,1.565
"29693",4.591,3.23,3.804,6.877,7.42,7.334,4.914,-0.034,5.185,6.231,-0.034
"29694",8.704,7.268,5.876,0.79,5.42,3.62,7.384,3.162,5.223,0.815,0.79
"29695",4.494,7.492,2.173,4.26,8.424,5.536,3.202,4.953,6.011,3.161,2.173
"29696",-1.05,9.058,5.351,4.739,8.088,7.764,2.896,4.753,8.372,1.67,-1.05
"29697",-1.642,6.036,12.046,7.312,4.459,6.294,5.312,4.164,2.882,3.946,-1.642
"29698",-0.603,6.494,10.903,8.296,4.854,8.301,7.702,4.713,2.106,0.842,-0.603
"29699",1.209,8.984,9.847,7.39,4.766,6.207,8.424,3.934,2.317,4.802,1.209
"29700",4.115,7.118,6.689,9.425,5.008,5.735,9.755,2.98,1.149,2.894,1.149
"29701",6.353,5.168,8.544,5.599,6.066,4.115,5.379,1.606,1.324,4.167,1.324
"29702",6.29,4.853,4.405,2.072,5.968,6.643,4.432,6.431,4.648,5.676,2.072
"29703",7.089,7.997,5.713,2.031,6.717,8.203,2.556,6.115,2.614,4.665,2.031
"29704",9.696,2.885,8.551,4.34,8.018,5.558,2.109,4.573,2.435,5.903,2.109
"29705",7.595,6.384,6.906,5.254,9.975,8.486,3.38,5.773,2.076,6.583,2.076
"29706",4.743,9.582,3.844,4.746,10.988,11.099,4.762,3.112,2.026,3.559,2.026
"29707",4.894,7.647,7.939,2.673,6.121,9.629,7.327,3.236,-0.72,1.077,-0.72
"29708",8.015,10.217,7.639,5.759,4.845,6.88,3.597,3.526,3.384,2.507,2.507
"29709",6.967,9.818,5.077,4.916,4.638,4.844,2.796,2.733,2.685,2.431,2.431
"29710",5.796,7.967,4.635,4.325,6.357,7.413,2.079,1.351,6.346,6.013,1.351
"29711",6.564,7.262,5.193,7.053,6.254,7.217,4.738,1.928,8.935,4.201,1.928
"29712",6.771,7.896,5.416,6.986,7.063,6.479,8.499,2.228,8.95,6.588,2.228
"29713",7.258,7.512,6.752,9.346,7.08,5.78,6.259,6.137,9.315,6.493,5.78
"29714",4.143,7.533,9.839,9.093,8.751,5.287,5.06,6.664,7.317,5.091,4.143
"29715",5.529,6.557,11.458,7.547,9.864,4.405,2.203,4.253,5.478,5.396,2.203
"29716",6.875,6.041,6.753,6.863,10.308,6.308,1.418,6.767,0.878,6.256,0.878
"29717",6.503,8.893,4.113,6.695,13.389,6.962,6.393,3.975,2.505,5.139,2.505
"29718",8.292,9.014,4.12,7.514,12.89,7.391,5.83,5.155,6.508,5.127,4.12
"29719",7.24,8.742,2.62,6.95,9.391,9.367,7.031,7.523,5.986,5.633,2.62
"29720",4.597,8.296,7.126,7.65,11.886,8.033,6.099,7.056,2.113,6.917,2.113
"29721",4.545,10.062,8.864,9.967,12.133,7.623,3.578,7.858,3.308,7.981,3.308
"29722",3.585,10.179,6.937,6.686,14.555,5.246,5.389,8.454,6.357,8.197,3.585
"29723",4.209,7.717,6.303,7.059,13.898,3.226,6.452,11.017,6.527,8.646,3.226
"29724",6.806,9.617,5.097,6.683,10.125,2.539,9.35,6.73,4.873,5.747,2.539
"29725",8.71,9.008,7.533,7.952,8.373,7.589,12.954,4.109,3.012,8.204,3.012
"29726",9.145,10.867,7.63,7.244,8.135,8.728,14.917,6.802,4.553,8.829,4.553
"29727",9.518,10.714,8.723,6.188,10.373,8.86,8.701,3.683,6.189,7.441,3.683
"29728",8.917,11.207,7.194,4.474,9.481,11.835,6.365,6.21,8.886,7.85,4.474
"29729",8.304,11.361,8.062,5.166,9.709,9.992,11.362,8.272,11.577,7.828,5.166
"29730",8.135,9.523,7.36,5.105,8.746,9.692,8.643,8.814,13.159,7.349,5.105
"29731",7.202,9.881,9.061,6.144,7.775,8.89,8.924,8.114,9.197,8.563,6.144
"29732",7.854,9.995,9.44,5.457,11.054,9.107,9.075,6.678,9.701,9.52,5.457
"29733",9.416,7.196,10.377,6.401,11.924,7.843,8.908,1.043,10.338,6.901,1.043
"29734",9.141,8.189,10.42,7.957,7.995,8.183,7.667,0.364,10.069,6.444,0.364
"29735",8.359,7.595,11.025,9.176,7.655,6.722,10.168,1.436,8.829,6.711,1.436
"29736",7.442,14.25,9.485,6.074,8.645,8.525,10.072,0.785,9.455,8.788,0.785
"29737",6.385,15.626,10.031,10.665,11.108,8.979,10.795,-1.822,6.505,7.847,-1.822
"29738",7.702,14.06,8.312,9.199,10.142,9.966,12.734,3.192,8.524,9.392,3.192
"29739",5.618,13.039,8.504,8.767,9.659,11.355,8.678,4.851,9.784,6.102,4.851
"29740",9.078,11.452,7.75,9.531,7.806,14.437,6.694,3.948,8.597,3.687,3.687
"29741",6.879,11.039,8.471,11.516,10.882,11.622,5.643,5.115,7.77,6.832,5.115
"29742",8.532,10.927,7.377,10.3,12.561,8.85,7.263,6.069,7.569,5.996,5.996
