"","ACCESS1","CANESM21","CAESM1BGC","CCSM4","CMCC_CMS","CNRCCM5","GFDL_CM3","HADGECC","HADGEES","MICRO5","ENSEMBLE"
"6327",7.915,2.947,1.602,5.483,-0.706,-0.031,3.94,8.12,2.364,7.938,-0.706
"6328",3.6,4.462,0.762,6.894,-1.202,-0.096,4.774,8.298,0.535,6.026,-1.202
"6329",5.23,4.214,0.176,3.799,0.427,-0.715,0.579,2.938,1.406,4.717,-0.715
"6330",5.729,7.063,1.436,8.107,1.428,0.4,-0.17,5.051,6.172,3.711,-0.17
"6331",6.615,3.147,2.249,3.739,2.468,2.048,2.29,8.828,7.166,5.689,2.048
"6332",6.831,3.199,3.373,0.901,1.961,7.643,3.891,7.437,6.78,4.355,0.901
"6333",4.266,3.421,1.098,3.467,0.917,0.78,5.137,2.138,5.638,7.779,0.78
"6334",3.676,1.73,2.984,1.416,1.53,1.79,5.762,5.026,7.139,5.321,1.416
"6335",3.106,3.306,6.935,2.481,3.094,7.018,1.752,3.918,5.69,2.835,1.752
"6336",3.644,2.259,9.398,3.848,2.428,0.699,2.683,4.783,8.924,3.778,0.699
"6337",3.433,2.541,12.34,3.748,2.675,5.214,0.83,3.351,2.904,5.681,0.83
"6338",3.75,6.16,9.562,4.496,0.259,2.893,3.593,4.206,2.731,7.256,0.259
"6339",6.929,7.346,7.038,4.206,5.747,2.461,8.416,4.975,3.9,9.589,2.461
"6340",2.858,6.017,6.976,6.055,6.484,3.205,4.907,6.333,6.727,8.105,2.858
"6341",2.821,4.088,3.553,5.162,10.183,3.225,8.413,4.078,5.791,8.335,2.821
"6342",2.371,6.013,1.905,4.98,5.885,5.385,3.891,6.285,4.224,5.605,1.905
"6343",2.935,9.915,4.79,2.674,4.906,6.163,8.525,8.035,6.492,5.059,2.674
"6344",4.837,5.879,4.081,3.795,4.704,6.276,4.942,9.193,4.863,4.209,3.795
"6345",4.337,3.253,4.597,3.942,0.453,5.147,10.433,7.858,5.115,2.342,0.453
"6346",7.071,4.992,2.031,5.802,2.753,4.875,8.058,6.612,7.614,4.834,2.031
"6347",7.407,6.405,3.113,6.658,5.516,7.336,9.645,6.316,7.686,4.223,3.113
"6348",6.72,4.123,4.977,5.395,6.019,9.047,7.154,7.39,7.783,3.482,3.482
"6349",5.95,6.621,2.649,7.548,5.992,8.56,1.212,5.978,8.872,4.444,1.212
"6350",6.531,6.906,4.134,8.388,3.504,7.739,4.553,5.762,7.743,4.855,3.504
"6351",5.883,3.295,7.007,6.054,5.123,7.459,6.669,5.904,5.118,5.391,3.295
"6352",6.241,5.5,6.502,9.976,8.406,10.265,8.94,7.104,6.758,8.249,5.5
"6353",6.332,5.89,7.795,10.173,6.464,9.072,7.853,8.689,7.421,9.76,5.89
"6354",7.074,6.957,8.427,13.783,6.888,7.961,9.797,9.215,10.677,9.851,6.888
"6355",4.708,6.508,7.49,11.264,2.787,5.783,8.711,10.264,11.889,8.014,2.787
"6356",3.415,7.121,6.739,9.329,3.379,6.625,9.308,11.268,14.972,10.415,3.379
"6357",4.921,6.165,6.181,8.506,6.68,4.793,8.356,10.172,7.875,9.148,4.793
"6358",7.857,3.212,7.411,9.302,10.754,8.647,7.736,9.078,6.488,10.676,3.212
"6359",9.163,5.991,7.922,10.777,6.569,6.726,9.29,9.15,9.391,8.35,5.991
"6360",8.949,11.036,7.902,9.193,5.358,5.78,5.832,6.769,10.944,9.714,5.358
"6361",8.946,9.765,7.134,5.262,8.723,5.381,7.294,8.355,6.391,8.502,5.262
"6362",10.974,7.218,6.888,6.247,8.349,1.818,3.229,9.331,4.99,7.576,1.818
"6363",10.42,7.456,5.308,5.788,4.52,6.293,4.273,9.505,6.907,9.332,4.273
"6364",9.078,7.32,12.468,4.325,5.701,8.219,8.619,8.175,6.118,9.186,4.325
"6365",8.304,7.375,12.797,6.591,7.175,8.454,10.949,8.252,6.958,6.281,6.281
"6366",6.919,8.054,13.395,7.76,6.754,6.883,8.318,6.572,8.412,5.756,5.756
"6367",7.379,9.861,11.681,6.92,9.954,6.846,9.241,10.463,7.683,7.21,6.846
"6368",7.614,12.014,7.404,6.51,9.321,6.634,4.892,8.763,8.174,7.095,4.892
"6369",8.456,12.527,5.238,8.324,8.385,13.418,6.697,10.23,11.599,7.209,5.238
"6370",7.97,10.843,7.055,6.218,8.069,15.312,8.051,8.476,11.851,11.022,6.218
"6371",5.234,8.449,8.289,5.86,6.158,12.835,8.751,7.574,9.252,10.197,5.234
"6372",5.035,8.476,6.658,7.26,7.933,7.177,11.126,6.753,8.113,7.133,5.035
"6373",8.556,8.217,5.082,7.312,7.572,9.377,8.921,7.269,11.333,6.966,5.082
"6374",8.782,12.904,6.653,7.018,6.803,8.015,9.607,10.309,11.548,7.79,6.653
"6375",4.826,14.394,5.459,7.833,4.669,8.712,9.765,10.711,12.641,8.025,4.669
"6376",3.667,10.446,12.506,8.403,6.981,10.278,10.697,9.318,12.088,11.028,3.667
"6377",4.643,7.877,10.832,7.843,8.065,11.187,7.574,7.095,10.573,9.194,4.643
"6378",8.258,11.101,8.899,8.264,7.889,9.71,5.837,7.93,10.654,8.806,5.837
"6379",9.534,11.894,10.833,8.073,4.69,8.183,5.092,4.923,10.638,9.729,4.69
"6380",9.289,7.27,9.062,7.869,6.139,10.966,5.78,5.533,9.594,9.051,5.533
"6381",7.667,6.875,9.529,8.019,6.422,9.926,8.353,6.163,10.192,9.871,6.163
"6382",9.551,11.883,8.578,5.514,5.604,5.262,7.718,6.125,9.185,9.224,5.262
"6383",10.176,7.224,7.889,9.304,10.799,8.649,8.23,4.75,10.455,8.095,4.75
"6384",9.58,6.009,7.006,5.484,7.635,12.731,8.518,5.937,11.876,8.143,5.484
"6385",9.163,8.813,8.483,8.243,-0.027,12.114,10.044,8.55,12.574,8.928,-0.027
"6386",12.846,12.216,9.085,7.667,6.485,11.172,10.336,11.89,12.512,9.141,6.485
"6387",12.25,10.027,9.216,8.221,9.973,9.588,8.465,12.353,9.982,14.563,8.221
"6388",8.578,10.998,9.681,8.442,8.335,9.457,7.61,11.278,10.552,12.149,7.61
"6389",4.792,7.924,10.211,10.135,6.737,8.258,8.86,12.052,9.168,9.588,4.792
"6390",9.479,8.997,9.377,10.03,6.796,7.099,9.799,10.336,8.789,9.345,6.796
"6391",7.78,8.742,7.403,8.632,8.123,7.867,7.875,9.77,9.717,8.7,7.403
"6392",7.218,9.347,5.92,10.36,8.719,9.298,8.78,8.794,10.953,7.064,5.92
"6393",7.628,8.206,6.525,9.552,6.326,10.975,8.971,6.364,8.106,8.433,6.326
"6394",9.946,5.801,9.104,9.024,5.718,9.972,7.995,5.675,9.405,9.748,5.675
"6395",10.22,6.736,7.332,9.139,10.265,12.84,6.065,5.984,10.838,8.028,5.984
"6396",10.791,8.681,7.707,9.02,11.93,9.11,9.92,7.801,11.521,8.366,7.707
"6397",11.71,9.344,9.109,8.358,13.049,8.51,7.645,4.855,10.225,9.699,4.855
"6398",13.154,9.317,6.962,9.662,9.876,8.363,8.095,5.857,10.769,9.625,5.857
"6399",11.26,8.496,7.662,8.589,10.673,7.929,10.017,4.788,10.09,8.852,4.788
"6400",6.786,9.875,7.02,8.467,12.948,6.523,9.951,5.542,9.737,9.577,5.542
"6401",5.619,8.963,9.067,8.559,14.263,9.464,9.738,6.963,8.964,9.517,5.619
"6402",6.038,6.05,7.754,6.46,13.67,7.865,7.017,9.763,7.732,8.08,6.038
"6403",7.503,6.105,7.752,9.371,12.605,7.242,9.042,9.79,7.044,7.838,6.105
"6404",8.806,5.992,12.259,10.211,7.694,8.019,12.351,6.269,7.116,7.773,5.992
"6405",7.924,9.696,10.338,8.49,7.158,8.405,10.212,4.53,9.231,8.818,4.53
"6406",8.153,9.093,7.42,9.554,9.899,7.789,10.339,4.772,7.147,7.964,4.772
"6407",6.979,6.875,9.798,9.802,5.818,6.782,9.065,6.694,7.275,10.342,5.818
"6408",7.823,8.271,11.079,9.959,8.341,8.265,9.929,7.79,7.017,11.707,7.017
"6409",8.923,6.402,7.753,9.337,6.108,5.406,7.623,6.943,7.128,9.201,5.406
"6410",7.439,11.545,11.403,10.284,6.46,6.462,9.086,5.881,9.796,11.992,5.881
"6411",8.925,11.672,10.68,10.047,10.105,9.352,8.509,6.62,10.458,11.133,6.62
"6412",9.469,8.481,9.054,9.815,10.258,7.393,10.086,7.441,8.43,8.521,7.393
"6413",9.87,8.931,11.568,9.119,9.938,7.636,8.935,7.394,6.377,12.495,6.377
"6414",8.392,8.489,11.676,9.305,9.363,8.789,6.267,6.786,7.861,12.168,6.267
"6415",10.364,7.263,11.341,9.229,8.02,8.791,6.428,6.728,6.399,12.354,6.399
"6416",9.472,6.558,11.779,8.869,5.27,8.957,10.786,6.395,6.037,12.708,5.27
"6417",11.26,8.588,10.097,9.31,5.402,10.121,11.704,7.349,5.783,11.698,5.402
"6418",10.518,11.743,11.428,8.376,6.532,8.661,9.915,10.657,7.872,10.733,6.532
"6419",10.332,11.17,9.678,8.944,6.902,8.368,10.738,6.991,9.293,10.087,6.902
"6420",10.522,9.856,10.213,8.096,7.158,8.663,9.075,7.415,11.433,10.756,7.158
"6421",11.912,7.76,10.029,9.116,7.017,9.626,8.452,11.419,12.505,11.155,7.017
"6422",9.962,9.324,10.531,10.398,5.943,7.704,9.961,14.107,11.792,11.256,5.943
"6423",9.158,5.185,10.991,8.697,11.08,7.938,11.184,11.056,6.839,10.648,5.185
"6424",8.589,7.246,10.764,8.68,10.481,7.367,10.183,9.255,10.745,10.5,7.246
"6425",11.751,6,11.774,10.35,12.538,8.335,6.966,11.497,10.576,9.225,6
"6426",11.202,6.891,11.277,8.661,10.785,10.818,8.465,15.734,10.245,8.262,6.891
"6427",12.833,5.763,10.23,9.319,8.769,11.787,7.123,10.766,8.747,6.664,5.763
"6428",10.716,7.256,9.036,7.703,10.384,11.849,8.625,9.727,9.044,8.598,7.256
"6429",9.071,8.271,8.563,5.193,13.734,11.581,10.278,14.307,6.361,8.671,5.193
"6430",10.517,7.305,8.493,7.671,14.525,10.373,7.732,13.169,10.184,8.02,7.305
"6431",8.983,9.3,7.411,7.879,12.349,8.59,9.912,10.482,11.306,10.909,7.411
"6432",10.355,10.567,8.918,8.733,12.707,6.731,9.657,8.868,15.043,10.343,6.731
"6433",8.811,11.187,8.181,9.236,8.219,7.661,7.402,11.162,11.273,10.302,7.402
"6434",10.049,10.686,7.297,9.853,3.859,11.704,9.023,10.266,10.001,10.139,3.859
"6435",9.985,9.156,7.819,6.777,7.029,13.411,6.744,9.672,10.413,9.909,6.744
"6436",6.283,7.651,8.479,7.375,7.776,11.501,5.442,5.894,8.118,9.332,5.442
"6437",5.904,8.527,8.455,9.021,4.868,11.571,10.058,5.835,7.781,6.23,4.868
"6438",8.93,4.754,8.481,9.482,9.02,11.062,10.224,7.35,7.762,7.541,4.754
"6439",8.517,8.857,9.789,8.987,9.197,5.588,7.161,9.691,9.362,10.511,5.588
"6440",6.635,8.842,6.031,9.662,10.942,6.761,9.151,10.017,8.735,8.985,6.031
"6441",7.498,6.327,7.53,7.565,6.573,7.02,8.983,8.155,6.769,7.497,6.327
"6442",5.766,6.399,10.865,6.869,6.339,8.867,8.619,9.135,4.915,8.536,4.915
"6443",6.709,5.936,7.971,9.419,8.966,10.114,7.941,8.494,8.562,7.139,5.936
"6444",5.245,6.681,7.694,6.646,12.011,11.927,7.509,7.23,7.263,7.28,5.245
"6445",5.403,6.939,9.648,6.464,11.628,8.123,5.945,9.201,9.566,6.574,5.403
"6446",10.077,6.081,8.971,7.757,12.992,5.767,7.754,8.348,10.225,8.211,5.767
"6447",13.61,9.825,9.542,7.604,9.883,6.258,6.421,11.844,8.62,8.403,6.258
"6448",8.541,10.014,8.935,9.733,9.337,12.822,6.295,9.338,7.466,8.661,6.295
"6449",10.594,8.203,9.157,12.339,14.014,13.101,6.598,7.884,9.847,8.345,6.598
"6450",15.028,6.243,9.251,7.462,11.399,11.167,7.504,6.055,11.565,6.277,6.055
"6451",13.049,6.699,9.992,7.313,10.352,10.193,7.802,7.707,12.458,8.612,6.699
"6452",14.317,7.186,8.118,7.877,10.077,11.184,7.065,5.932,11.005,8.668,5.932
"6453",10.213,4.161,9.598,6.806,10.66,15.078,11.718,6.57,12.338,8.421,4.161
"6454",11.364,6.467,10.002,7.864,11.955,10.839,11.883,6.319,12.908,9.836,6.319
"6455",11.849,8.511,9.844,8.505,11.627,10.652,10.521,7.942,12.087,11.626,7.942
"6456",13.07,9.77,8.686,7.895,9.462,6.914,11.041,7.816,10.284,11.971,6.914
"6457",11.492,7.662,9.244,9.176,10.232,6.998,12.162,5.59,8.14,7.876,5.59
"6458",10.262,9.847,9.797,5.92,9.543,7.819,12.858,6.188,7.062,9.37,5.92
"6459",11.985,9.735,9.094,6.71,5.47,5.583,10.139,7.024,6.513,8.317,5.47
"6460",10.339,9.508,9.04,6.847,7.616,5.842,9.584,10.158,7.408,8.38,5.842
"6461",8.86,6.746,6.164,8.248,4.602,7.267,9.878,9.246,8.86,10.507,4.602
"6462",8.991,6.53,5.714,10.172,5.473,6.463,11.079,10.912,9.7,12.365,5.473
"6463",10.051,8.68,8.276,8.402,3.834,8.584,7.811,8.774,7.724,9.57,3.834
"6464",7.083,14.811,8.622,8.25,1.6,7.217,9.027,10.604,7.536,9.544,1.6
"6465",6.822,16.224,7.119,7.202,3.729,4.862,7.421,7.847,7.973,7.982,3.729
"6466",6.126,9.906,10.299,8.035,4.427,8.072,8.415,8.966,8.757,7.936,4.427
"6467",8.257,8.168,9.999,6.846,7.29,8.626,4.589,7.606,5.934,6.799,4.589
"6468",6.801,4.511,9.84,4.53,8.525,5.581,7.59,9.875,7.289,6.597,4.511
"6469",7.611,7.838,8.65,6.34,4.198,3.884,3.543,4.898,9.381,9.198,3.543
"6470",8.585,6.837,6.881,6.813,3.777,5.469,2.787,6.679,8.441,7.586,2.787
"6471",7.428,9.463,3.168,5.993,9.906,7.11,7.255,7.692,8.082,9.259,3.168
"6472",4.843,8.363,5.892,5.745,10.189,15.008,7.091,8.776,8.861,7.311,4.843
"6473",5.31,6.591,6.153,7.951,9.839,12.248,5.619,7.983,9.177,7.992,5.31
"6474",8.147,4.851,7.004,5.949,10.554,6.229,5.292,8.001,8.446,9.749,4.851
"6475",8.058,7.707,10.93,7.075,9.74,6.463,5.399,8.395,8.998,8.586,5.399
"6476",6.966,12.201,3.905,5.609,8.58,5.259,7.446,8.655,11.283,7.314,3.905
"6477",6.905,10.348,3.408,8.017,8.378,6.354,6.539,11.71,9.894,7.477,3.408
"6478",3.28,8.403,4.455,9.414,6.158,6.848,4.027,14.003,4.964,7.704,3.28
"6479",4.861,10.12,6.755,5.434,8.437,8.302,2.147,13.865,5.347,7.024,2.147
"6480",7.338,10.22,9.619,9.239,9.283,9.587,6.18,9.331,7.794,10.102,6.18
"6481",7.452,7.182,9.586,2.976,13.529,10.216,9.417,8.366,7.509,11.143,2.976
"6482",4.361,6.617,5.591,5.728,13.935,10.562,7.493,9.236,6.403,7.092,4.361
"6483",9.809,11.219,7.079,10.386,15.025,8.557,0.32,9.994,7.614,9.062,0.32
"6484",11.286,12.745,9.374,5.187,10.546,9.158,-1.266,9.345,7.603,3.209,-1.266
"6485",9.391,8.129,8.907,5.451,6.607,9.532,3.09,7.518,6.645,4.167,3.09
"6486",12.665,6.141,11.278,3.408,5.376,8.806,4.03,6.779,7.419,6.929,3.408
"6487",7.582,4.28,13.049,6.552,3.819,8.138,4.362,6.749,10.175,7.522,3.819
"6488",6.053,6.49,8.969,2.834,5.433,9.809,3.727,8.215,9.293,5.306,2.834
"6489",3.671,7.76,5.244,1.971,7.733,4.973,8.427,7.675,9.6,6.386,1.971
"6490",5.66,7.153,3.076,2.939,7.232,3.7,3.416,7.227,9.677,7.721,2.939
"6491",4.646,4.938,3.643,3.903,5.641,5.263,7.252,8.516,12.966,6.186,3.643
"6492",9.442,5.521,5.644,5.417,4.623,6.765,3.888,8.67,8.299,8.085,3.888
"6493",12.764,9.679,5.654,1.539,5.228,9.759,5.265,7.594,10.652,4.294,1.539
"6494",10.799,8.039,6.431,0.096,4.666,5.849,2.887,6.961,10.571,3.967,0.096
"6495",10.356,8.878,5.412,2.729,2.58,2.67,3.602,7.983,9.788,3.447,2.58
"6496",8.093,3.64,3.626,2.312,7.115,0.841,3.814,10.109,7.56,5.802,0.841
"6497",4.407,2.389,5.513,3.434,5.205,1.633,2.195,7.905,5.565,4.386,1.633
"6498",5.926,2.552,6.369,4.786,5.04,1.662,1.116,8.724,5.201,5.692,1.116
"6499",7.419,9.841,7.176,-0.06,2.776,2.493,4.009,1.739,3.501,5.04,-0.06
"6500",6.945,8.224,7.321,5.701,4.749,3.292,4.811,4.729,4.899,4.081,3.292
"6501",7.306,4.508,7.972,7.984,4.038,5.59,2.455,8.921,4,1.91,1.91
"6502",10.483,3.768,7.255,5.902,6.3,5.14,0.079,9.749,6.262,2.407,0.079
"6503",11.747,5.699,10.961,3.234,4.461,8.804,-1.115,9.9,7.214,5.449,-1.115
"6504",15.074,5.181,8.626,3.408,4.303,3.37,-1.709,9.584,7.746,1.784,-1.709
"6505",8.677,3.697,5.053,3.255,4.947,5.207,4.133,6.728,7.115,4.989,3.255
"6506",5.362,2.035,3.703,5.052,6.664,6.008,-2.946,10.631,7.718,4.812,-2.946
"6507",8.198,3.417,4.821,5.57,9.061,5.193,3.111,8.408,7.597,2.405,2.405
"6508",13.405,3.569,7.011,3.52,5.318,5.781,3.447,7.7,2.566,2.902,2.566
"6509",11.386,5.843,7.639,6.289,9.396,6.592,-1.612,7.313,4.279,6.118,-1.612
"6510",14.96,5.19,9.583,2.871,7.216,4.683,2.006,7.108,6.383,6.557,2.006
"6511",12.618,7.054,6.862,6.198,5.435,4.832,1.839,9.618,5.317,5.265,1.839
"6512",13.623,6.12,6.377,10.668,10.782,4.035,2.097,13.713,4.842,7.979,2.097
"6513",6.911,5.234,5.858,12.34,8.148,1.728,-0.385,4.738,6.246,3.081,-0.385
"6514",2.029,3.589,7.466,12.484,7.801,-0.784,-0.842,5.835,2.797,4.429,-0.842
"6515",4.621,4.286,1.118,11.069,8.073,0.151,-3.85,7.258,0.889,5.465,-3.85
"6516",5.982,5.29,-2.332,8.202,6.837,0.916,-6.757,8.759,-2.497,11.494,-6.757
"6517",4.559,2.907,-1.364,10.804,8.753,1.562,-3.938,7.191,-2.658,6.725,-3.938
"6518",4.16,2.596,5.659,13.128,10.143,-2.017,-3.449,5.145,-0.316,4.101,-3.449
"6519",5.657,0.772,9.948,13.331,8.903,-2.672,8.747,5.9,4.276,7.912,-2.672
"6520",2.455,3.634,11.067,7.891,5.78,-0.911,9.694,5.195,3.03,8.847,-0.911
"6521",4.057,9.823,8.056,3.685,10.489,-1.418,9.166,4.995,0.809,4.997,-1.418
"6522",4.733,6.526,-0.936,3.59,10.152,0.19,2.143,5.053,2.224,6.013,-0.936
"6523",5.057,6.065,-0.624,4.754,11.163,0.401,1.398,4.978,2.349,4.098,-0.624
"6524",4.326,4.263,2.482,6.604,9.102,3,2.599,10.241,1.975,3.205,1.975
"6525",3.511,3.091,-2.514,5.16,5.814,4.131,-2.573,4.19,7.053,4.574,-2.573
"6526",4.593,10.886,0.584,9.281,4.014,0.33,-1.647,3.123,10.387,4.138,-1.647
"6527",4.693,10.104,3.105,3.121,3.467,0.282,5.066,0.148,8.288,7.522,0.148
"6528",3.978,7.378,1.143,7.289,2.523,0.232,8.018,0.427,5.483,3.3,0.232
"6529",5.62,5.52,0.001,6.906,2.751,-1.522,5.542,0.212,2.087,2.937,-1.522
"6530",4.92,6.811,-3.28,10.6,5.082,-3.781,-0.989,5.516,6.267,1.468,-3.781
"6531",2.051,8.353,-2.225,6.936,-1.267,-3.654,1.732,5.769,5.142,2.339,-3.654
"6532",4.826,2.161,-5.482,7.588,-5.183,-0.864,-0.422,-0.077,4.412,-0.15,-5.482
"6533",1.168,2.524,-9.167,1.829,-2.105,0.106,-1.876,-1.16,6.464,-0.22,-9.167
"6534",1.497,3.017,-6.312,5.408,-2.433,-0.161,2.013,1.38,0.986,0.493,-6.312
"6535",3.521,3.794,-4.962,4.221,3.664,-1.701,-0.571,-1.852,-0.79,3.788,-4.962
"6536",1.277,-0.546,1.024,8.681,3.349,4.481,-1.369,-1.682,1.553,3.265,-1.682
"6537",1.101,-0.812,8.573,1.95,3.104,6.846,-3.031,-1.912,-1.908,2.398,-3.031
"6538",-3.108,3.611,3.363,-1.231,0.423,4.034,-4.109,2.404,-1.623,7.533,-4.109
"6539",-1.34,0.05,1.48,-4.404,3.267,2.868,-2.523,2.98,-0.906,4.211,-4.404
"6540",2.154,1.192,1.116,-1.84,2.636,7.897,-4.12,2.474,-0.768,4.133,-4.12
"6541",-1.337,1.014,0.403,0.95,4.235,10.415,0.465,-0.209,-0.858,2.649,-1.337
"6542",1.088,-4.169,2.242,6.704,9.939,7.823,-1.228,-1.468,-0.643,-1.488,-4.169
"6543",8.241,-1.651,3.638,5.258,9.552,1.877,-2.513,-3.005,1.552,-3.311,-3.311
"6544",9.379,0.312,10.746,3.077,6.876,1.028,-3.626,3.475,3.932,-2.176,-3.626
"6545",9.31,6.541,7.616,4.225,-0.667,3.814,0.334,-1.127,8.103,-0.448,-1.127
"6546",8.288,2.661,7.286,0.807,-5.301,-0.628,3.44,2.014,5.525,5.372,-5.301
"6547",12.066,1.817,8.315,6.142,-4.096,0.662,6.986,3.171,9.445,2.163,-4.096
"6548",4.269,1.982,7.227,8.261,1.519,3.649,2.419,-0.955,11.395,-1.932,-1.932
"6549",0.046,-2.116,2.285,5.519,8.247,4.806,-3.114,2.776,9.542,-0.482,-3.114
"6550",-1.541,-3.365,2.194,1.846,5.05,0.625,-3.967,-1.891,7.233,6.784,-3.967
"6551",0.759,2.185,3.719,1.343,2.738,-0.956,-8.885,-2.577,-1.265,6.348,-8.885
"6552",-0.148,-2.087,-3.809,0.844,1.388,-3.113,-6.081,-1.215,-2.656,0.65,-6.081
"6553",-0.779,3.626,-1.589,4.782,3.143,-2.93,-2.307,-2.431,3.486,-2.396,-2.93
"6554",1.043,1.246,3.339,-2.146,-2.369,-3.636,-2.228,-2.977,3.857,-1.541,-3.636
"6555",2.329,-1.044,7.51,-4.355,-1.368,-4.642,-1.983,-1.377,9.906,-3.586,-4.642
"6556",3.249,-1.319,2.679,-3.503,-2.275,-4.905,-4.31,1.208,7.723,-2.636,-4.905
"6557",7.334,2.05,-0.627,0.401,-8.067,-2.88,-2.791,-0.915,4.487,1.085,-8.067
"6558",6.263,3.008,-4.038,3.69,-5.315,-2.28,-5.753,-0.992,1.465,0.617,-5.753
"6559",2.198,0.789,2.643,1.929,-0.415,4.576,-5.299,-3.203,3.574,-4.037,-5.299
"6560",0.193,-2.12,3.106,-4.302,1.937,-3.204,-7.734,-0.401,6.312,1.367,-7.734
"6561",-1.076,-0.516,3.452,-2.734,-1.451,-0.123,-7.162,2.915,-0.476,2.92,-7.162
"6562",-6.137,0.176,5.414,-4.683,-6.383,-2.117,-5.465,-1.625,-4.445,6.008,-6.383
"6563",-7.279,0.444,8.934,3.146,1.628,-5.795,-0.656,-4.127,-6.613,2.937,-7.279
"6564",-6.707,-3.157,7.724,1.227,-4.266,-4.083,1.438,-1.38,-1.384,-2.572,-6.707
"6565",-1.021,-6.072,-0.882,3.953,-1.974,-0.995,1.146,2.849,3.172,-2.942,-6.072
"6566",-2.903,-2.929,0.263,2.607,1.049,-2.204,-2.582,7.45,3.854,-4.333,-4.333
"6567",-2.457,3.342,4.925,0.482,9.084,-1.001,0.93,3.326,2.07,-3.847,-3.847
"6568",1.826,-1.331,3.795,-0.994,6.627,-0.927,6.115,-1.971,3.747,3.244,-1.971
"6569",3.005,1.848,6.293,-0.987,1.656,-3.074,10.05,0.221,0.149,-2.527,-3.074
"6570",-3.998,4.744,-0.46,0.576,-2.407,-2.947,9.931,-0.981,-5.323,-5.425,-5.425
"6571",-2.985,6.465,-4.6,2.397,0.264,-1.483,7.071,-6.474,-7.49,-4.583,-7.49
"6572",-0.83,7.133,-6.771,2.272,-1.269,-4.082,1.63,2.032,-6.147,-1.374,-6.771
"6573",-8.588,5.633,3.94,-2.187,-2.335,-4.253,-3.98,1.471,-3.453,2.041,-8.588
"6574",-9.491,-4.418,2.088,-2.918,4.522,-0.861,-5.043,-1.917,4.856,2.64,-9.491
"6575",-0.373,-3.246,4.401,0.621,1.55,-5.343,-3.362,-3.27,7.426,1.363,-5.343
"6576",-2.75,-0.664,0.184,3.48,1.05,-5.244,-3.23,-2.285,7.504,-1.361,-5.244
"6577",0.758,0.691,0.516,4.222,3.242,-3.381,-1.166,-3.743,5.364,0.691,-3.743
"6578",-4.067,-4.404,2.899,7.98,1.357,-0.887,-3.166,-4.593,3.803,0.18,-4.593
"6579",-0.663,3.24,-2.106,5.617,-1.323,3.275,-4.317,-2.99,-0.311,4.938,-4.317
"6580",-0.001,3.989,-6.129,8.695,-1.304,-1.493,-2.16,-1.597,2.546,4.168,-6.129
"6581",-3.279,2.466,-4.743,5.664,-1.114,-1.321,-1.181,-3.074,-3.495,2.764,-4.743
"6582",-8.446,3.291,-3.842,4.151,1.954,-2.438,-4.696,-2.909,-5.762,0.995,-8.446
"6583",-7.53,2.847,-4.055,1.892,6.712,-2.475,-4.826,-1.627,-3.572,4.543,-7.53
"6584",-5.982,4.14,0.74,-1.784,7.349,-3.9,0.366,1.256,-6.404,1.242,-6.404
"6585",-4.826,3.968,1.992,1.908,8.629,-4.65,2.87,-0.651,-4.77,-1.043,-4.826
"6586",-4.135,3.286,-2.061,2.982,7.18,-3.679,-1.437,-1.528,-1.306,-3.066,-4.135
"6587",-3.729,1.899,-5.639,0.238,6.758,-2.019,1.824,0.887,-1.242,-0.851,-5.639
"6588",-1.782,3.917,-7.037,2.646,7.298,2.754,0.957,-1.61,5.519,1.158,-7.037
"6589",0.761,3.684,-6.25,-1.196,7.19,0.566,-1.836,-2.757,2.895,-4.911,-6.25
"6590",4.621,2.647,-11.69,-0.942,7.695,4.743,-0.815,-2.613,-2.33,-3.194,-11.69
"6591",2.63,4.484,-9.101,1.861,9.389,1.747,0.342,2.589,0.766,-1.818,-9.101
"6592",2.006,2.969,-4.243,3.645,7.669,-1.896,-2.323,0.014,-0.504,-0.949,-4.243
"6593",2.032,-0.001,-3.36,-0.436,2.838,-1.593,0.062,-0.968,2.818,1.02,-3.36
"6594",2.231,4.61,-5.93,1.231,7.574,-1.874,-1.997,0.017,5.655,-1.262,-5.93
"6595",1.107,6.023,-4.689,0.916,8.955,-0.642,-2.729,0.804,2.843,-1.991,-4.689
"6596",3.745,2.889,-2.323,2.182,5.454,-2.206,-3.514,1.323,2.324,-5.609,-5.609
"6597",4.518,-1.615,-3.623,1.385,3.291,-3.607,-2.133,0.363,2.803,-4.685,-4.685
"6598",8.283,3.355,-4.458,5.534,4.107,-3.45,-1.71,0.894,3.163,-3.356,-4.458
"6599",0.108,4.184,-7.108,6.086,6.12,0.501,-1.981,1.233,0.113,-3.52,-7.108
"6600",-3.943,3.525,-6.36,1.449,5.237,5.208,-3.009,1.733,1.348,-0.784,-6.36
"6601",-3.056,3.992,-1.12,2.798,7.555,7.326,-2.796,4.828,6.299,-0.687,-3.056
"6602",-6.976,0.459,-1.487,0.78,6.682,7.514,1.325,1.764,6.502,1.342,-6.976
"6603",-2.537,-1.044,3.532,2.885,0.356,0.169,-2.466,2.471,4.375,0.559,-2.537
"6604",-1.495,0.285,5.386,-0.909,-2.348,3.582,-5.646,0.673,6.89,0.569,-5.646
"6605",-4.911,1.085,5.35,0.205,-2.094,4.85,-4.619,1.996,10.768,-2.942,-4.911
