1950,1,1,19.482,19.482
1950,1,2,21.982,21.982
1950,1,3,20.24,20.24
1950,1,4,18.802,18.802
1950,1,5,21.947,21.947
1950,1,6,23.208,23.208
1950,1,7,18.028,18.028
1950,1,8,19.933,19.933
1950,1,9,19.27,19.27
1950,1,10,23.439,23.439
1950,1,11,25.832,25.832
1950,1,12,25.711,25.711
1950,1,13,24.368,24.368
1950,1,14,18.858,18.858
1950,1,15,19.924,19.924
1950,1,16,19.814,19.814
1950,1,17,19.352,19.352
1950,1,18,19.851,19.851
1950,1,19,22.306,22.306
1950,1,20,20.333,20.333
1950,1,21,21.044,21.044
1950,1,22,19.653,19.653
1950,1,23,15.901,15.901
1950,1,24,15.196,15.196
1950,1,25,13.765,13.765
1950,1,26,16.604,16.604
1950,1,27,14.955,14.955
1950,1,28,15.199,15.199
1950,1,29,16.017,16.017
1950,1,30,16.788,16.788
1950,1,31,20.389,20.389
1950,2,1,18.171,18.171
1950,2,2,16.525,16.525
1950,2,3,17.038,17.038
1950,2,4,16.535,16.535
1950,2,5,19.256,19.256
1950,2,6,17.81,17.81
1950,2,7,16.241,16.241
1950,2,8,19.062,19.062
1950,2,9,15.655,15.655
1950,2,10,17.471,17.471
1950,2,11,18.597,18.597
1950,2,12,19.722,19.722
1950,2,13,13.694,13.694
1950,2,14,19.303,19.303
1950,2,15,23.383,23.383
1950,2,16,23.377,23.377
1950,2,17,20.471,20.471
1950,2,18,18.426,18.426
1950,2,19,20.522,20.522
1950,2,20,20.973,20.973
1950,2,21,20.957,20.957
1950,2,22,21.79,21.79
1950,2,23,19.742,19.742
1950,2,24,18.582,18.582
1950,2,25,16.223,16.223
1950,2,26,18.703,18.703
1950,2,27,13.9,13.9
1950,2,28,14.885,14.885
1950,3,1,15.669,15.669
1950,3,2,17.786,17.786
1950,3,3,16.916,16.916
1950,3,4,15.449,15.449
1950,3,5,18.41,18.41
1950,3,6,17.894,17.894
1950,3,7,19.331,19.331
1950,3,8,20.374,20.374
1950,3,9,16.532,16.532
1950,3,10,17.365,17.365
1950,3,11,19.006,19.006
1950,3,12,21.269,21.269
1950,3,13,18.862,18.862
1950,3,14,16.554,16.554
1950,3,15,18.922,18.922
1950,3,16,17.865,17.865
1950,3,17,19.181,19.181
1950,3,18,19.062,19.062
1950,3,19,15.099,15.099
1950,3,20,17.877,17.877
1950,3,21,17.769,17.769
1950,3,22,18.418,18.418
1950,3,23,18.623,18.623
1950,3,24,18.025,18.025
1950,3,25,17.174,17.174
1950,3,26,19.449,19.449
1950,3,27,23.533,23.533
1950,3,28,21.73,21.73
1950,3,29,21.319,21.319
1950,3,30,19.444,19.444
1950,3,31,19.796,19.796
1950,4,1,19.965,19.965
1950,4,2,20.025,20.025
1950,4,3,19.025,19.025
1950,4,4,21.168,21.168
1950,4,5,19.997,19.997
1950,4,6,21.385,21.385
1950,4,7,24.823,24.823
1950,4,8,22.719,22.719
1950,4,9,24.841,24.841
1950,4,10,22.858,22.858
1950,4,11,18.513,18.513
1950,4,12,14.211,14.211
1950,4,13,14.832,14.832
1950,4,14,18.231,18.231
1950,4,15,18.78,18.78
1950,4,16,16.494,16.494
1950,4,17,15.751,15.751
1950,4,18,17.208,17.208
1950,4,19,21.982,21.982
1950,4,20,20.263,20.263
1950,4,21,21.103,21.103
1950,4,22,20.447,20.447
1950,4,23,20.172,20.172
1950,4,24,17.547,17.547
1950,4,25,14.743,14.743
1950,4,26,12.011,12.011
1950,4,27,14.574,14.574
1950,4,28,18.471,18.471
1950,4,29,23.734,23.734
1950,4,30,24.996,24.996
1950,5,1,26.494,26.494
1950,5,2,22.234,22.234
1950,5,3,20.894,20.894
1950,5,4,18.177,18.177
1950,5,5,16.858,16.858
1950,5,6,20.984,20.984
1950,5,7,21.074,21.074
1950,5,8,21.974,21.974
1950,5,9,21.531,21.531
1950,5,10,22.232,22.232
1950,5,11,19.724,19.724
1950,5,12,23.443,23.443
1950,5,13,24.563,24.563
1950,5,14,26.964,26.964
1950,5,15,25.875,25.875
1950,5,16,20.144,20.144
1950,5,17,19.387,19.387
1950,5,18,22.136,22.136
1950,5,19,20.294,20.294
1950,5,20,21.757,21.757
1950,5,21,20.794,20.794
1950,5,22,17.982,17.982
1950,5,23,19.856,19.856
1950,5,24,20.901,20.901
1950,5,25,17.435,17.435
1950,5,26,16.97,16.97
1950,5,27,17.192,17.192
1950,5,28,20.225,20.225
1950,5,29,17.675,17.675
1950,5,30,18.901,18.901
1950,5,31,17.603,17.603
1950,6,1,21.917,21.917
1950,6,2,24.578,24.578
1950,6,3,26.353,26.353
1950,6,4,28.484,28.484
1950,6,5,30.441,30.441
1950,6,6,26.68,26.68
1950,6,7,27.943,27.943
1950,6,8,25.325,25.325
1950,6,9,24.846,24.846
1950,6,10,23.179,23.179
1950,6,11,21.203,21.203
1950,6,12,20.872,20.872
1950,6,13,20.773,20.773
1950,6,14,20.878,20.878
1950,6,15,21.224,21.224
1950,6,16,25.229,25.229
1950,6,17,26.077,26.077
1950,6,18,23.778,23.778
1950,6,19,22.707,22.707
1950,6,20,24.165,24.165
1950,6,21,23.379,23.379
1950,6,22,26.711,26.711
1950,6,23,23.869,23.869
1950,6,24,24.214,24.214
1950,6,25,25.936,25.936
1950,6,26,26.084,26.084
1950,6,27,24.526,24.526
1950,6,28,23.793,23.793
1950,6,29,23.249,23.249
1950,6,30,28.835,28.835
1950,7,1,29.384,29.384
1950,7,2,26.375,26.375
1950,7,3,24.305,24.305
1950,7,4,25.667,25.667
1950,7,5,25.598,25.598
1950,7,6,25.052,25.052
1950,7,7,31.438,31.438
1950,7,8,25.029,25.029
1950,7,9,24.814,24.814
1950,7,10,27.542,27.542
1950,7,11,25.403,25.403
1950,7,12,28.395,28.395
1950,7,13,24.301,24.301
1950,7,14,23.166,23.166
