1950,1,1,13.248,13.248
1950,1,2,14.497,14.497
1950,1,3,13.525,13.525
1950,1,4,14.104,14.104
1950,1,5,13.348,13.348
1950,1,6,14.9,14.9
1950,1,7,13.175,13.175
1950,1,8,13.532,13.532
1950,1,9,16.237,16.237
1950,1,10,15.128,15.128
1950,1,11,13.566,13.566
1950,1,12,11.907,11.907
1950,1,13,11.47,11.47
1950,1,14,12.028,12.028
1950,1,15,12.52,12.52
1950,1,16,12.575,12.575
1950,1,17,13.419,13.419
1950,1,18,0.701,0.701
1950,1,19,3.249,3.249
1950,1,20,6.198,6.198
1950,1,21,8.377,8.377
1950,1,22,10.198,10.198
1950,1,23,11.17,11.17
1950,1,24,9.19,9.19
1950,1,25,11.833,11.833
1950,1,26,14.347,14.347
1950,1,27,12.775,12.775
1950,1,28,13.85,13.85
1950,1,29,3.599,3.599
1950,1,30,4.489,4.489
1950,1,31,9.259,9.259
1950,2,1,6.834,6.834
1950,2,2,6.085,6.085
1950,2,3,8.301,8.301
1950,2,4,5.976,5.976
1950,2,5,10.939,10.939
1950,2,6,8.515,8.515
1950,2,7,8.153,8.153
1950,2,8,7.045,7.045
1950,2,9,4.888,4.888
1950,2,10,6.79,6.79
1950,2,11,3.539,3.539
1950,2,12,5.078,5.078
1950,2,13,13.328,13.328
1950,2,14,16.944,16.944
1950,2,15,13.047,13.047
1950,2,16,7.76,7.76
1950,2,17,9.218,9.218
1950,2,18,14.205,14.205
1950,2,19,9.459,9.459
1950,2,20,7.636,7.636
1950,2,21,2.931,2.931
1950,2,22,6.099,6.099
1950,2,23,9.037,9.037
1950,2,24,10.044,10.044
1950,2,25,11.3,11.3
1950,2,26,14.793,14.793
1950,2,27,12.524,12.524
1950,2,28,8.891,8.891
1950,3,1,13.12,13.12
1950,3,2,13.392,13.392
1950,3,3,8.538,8.538
1950,3,4,5.859,5.859
1950,3,5,8.127,8.127
1950,3,6,12.296,12.296
1950,3,7,15.902,15.902
1950,3,8,16.259,16.259
1950,3,9,11.851,11.851
1950,3,10,14.595,14.595
1950,3,11,12.601,12.601
1950,3,12,12.027,12.027
1950,3,13,12.099,12.099
1950,3,14,8.525,8.525
1950,3,15,7.03,7.03
1950,3,16,12.867,12.867
1950,3,17,9.911,9.911
1950,3,18,12.495,12.495
1950,3,19,14.431,14.431
1950,3,20,11.667,11.667
1950,3,21,5.35,5.35
1950,3,22,6.294,6.294
1950,3,23,12.506,12.506
1950,3,24,8.877,8.877
1950,3,25,8.88,8.88
1950,3,26,9.042,9.042
1950,3,27,9.742,9.742
1950,3,28,7.009,7.009
1950,3,29,4.165,4.165
1950,3,30,11.792,11.792
1950,3,31,12.856,12.856
1950,4,1,15.458,15.458
1950,4,2,11.782,11.782
1950,4,3,9.17,9.17
1950,4,4,9.908,9.908
1950,4,5,17.912,17.912
1950,4,6,19.358,19.358
1950,4,7,17.597,17.597
1950,4,8,14.623,14.623
1950,4,9,12.331,12.331
1950,4,10,14.923,14.923
1950,4,11,16.596,16.596
1950,4,12,15.126,15.126
1950,4,13,12.69,12.69
1950,4,14,11.253,11.253
1950,4,15,12.898,12.898
1950,4,16,12.04,12.04
1950,4,17,14.041,14.041
1950,4,18,11.017,11.017
1950,4,19,13.853,13.853
1950,4,20,12.773,12.773
1950,4,21,16.508,16.508
1950,4,22,13.267,13.267
1950,4,23,13.577,13.577
1950,4,24,8.561,8.561
1950,4,25,4.665,4.665
1950,4,26,7.382,7.382
1950,4,27,10.388,10.388
1950,4,28,9.397,9.397
1950,4,29,14.535,14.535
1950,4,30,21.36,21.36
1950,5,1,20.058,20.058
1950,5,2,22.188,22.188
1950,5,3,21.885,21.885
1950,5,4,19.697,19.697
1950,5,5,18.548,18.548
1950,5,6,17.51,17.51
1950,5,7,18.676,18.676
1950,5,8,11.662,11.662
1950,5,9,19.399,19.399
1950,5,10,18.727,18.727
1950,5,11,19.209,19.209
1950,5,12,22.375,22.375
1950,5,13,26.007,26.007
1950,5,14,26.2,26.2
1950,5,15,21.61,21.61
1950,5,16,21.22,21.22
1950,5,17,19.486,19.486
1950,5,18,13.847,13.847
1950,5,19,17.083,17.083
1950,5,20,18.978,18.978
1950,5,21,19.526,19.526
1950,5,22,22.419,22.419
1950,5,23,22.588,22.588
1950,5,24,21.437,21.437
1950,5,25,23.786,23.786
1950,5,26,29.164,29.164
1950,5,27,22.274,22.274
1950,5,28,18.845,18.845
1950,5,29,22.215,22.215
1950,5,30,22.724,22.724
1950,5,31,24.882,24.882
1950,6,1,27.055,27.055
1950,6,2,25.393,25.393
1950,6,3,22.29,22.29
1950,6,4,25.675,25.675
1950,6,5,23.429,23.429
1950,6,6,24.714,24.714
1950,6,7,27.3,27.3
1950,6,8,20.896,20.896
1950,6,9,20.374,20.374
1950,6,10,18.987,18.987
1950,6,11,21.089,21.089
1950,6,12,25.181,25.181
1950,6,13,20.343,20.343
1950,6,14,16.832,16.832
1950,6,15,13.112,13.112
1950,6,16,16.719,16.719
1950,6,17,17.136,17.136
1950,6,18,19.647,19.647
1950,6,19,20.834,20.834
1950,6,20,25.465,25.465
1950,6,21,23.73,23.73
1950,6,22,26.487,26.487
1950,6,23,28.448,28.448
1950,6,24,25.639,25.639
1950,6,25,25.905,25.905
1950,6,26,25.478,25.478
1950,6,27,27.824,27.824
1950,6,28,31.1,31.1
1950,6,29,30.224,30.224
1950,6,30,27.125,27.125
1950,7,1,29.93,29.93
1950,7,2,27.324,27.324
1950,7,3,29.568,29.568
1950,7,4,30.695,30.695
1950,7,5,29.118,29.118
1950,7,6,28.49,28.49
1950,7,7,29.382,29.382
1950,7,8,32.316,32.316
1950,7,9,28.019,28.019
1950,7,10,30.661,30.661
1950,7,11,26.817,26.817
1950,7,12,26.471,26.471
1950,7,13,25.379,25.379
1950,7,14,27.128,27.128
1950,7,15,30.471,30.471
1950,7,16,27.699,27.699
1950,7,17,27.996,27.996
1950,7,18,27.758,27.758
1950,7,19,29.767,29.767
1950,7,20,32.788,32.788
1950,7,21,33.83,33.83
1950,7,22,35.402,35.402
1950,7,23,33.232,33.232
1950,7,24,31.854,31.854
1950,7,25,30.824,30.824
1950,7,26,32.786,32.786
1950,7,27,29.258,29.258
1950,7,28,29.007,29.007
1950,7,29,28.172,28.172
1950,7,30,25.98,25.98
1950,7,31,28.532,28.532
